alert_id,account_id,alert_type,risk_level,description,metric_value,threshold_value,baseline_value,time_period,timestamp
VEL-004452,NRM563638,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 492.3h avg turnaround",0.0,0.15,,30_days,2024-12-22 15:50:12
VEL-004453,NRM361941,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 316.7h avg turnaround",0.0,0.15,,30_days,2024-12-30 20:28:25
VEL-004454,NRM220116,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 329.9h avg turnaround",0.0,0.15,,30_days,2024-12-30 17:23:57
VEL-004455,NRM905635,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 393.2h avg turnaround",0.0,0.15,,30_days,2024-12-30 18:14:31
VEL-004456,NRM440035,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 519.8h avg turnaround",0.0,0.15,,30_days,2024-12-02 06:17:32
VEL-004457,NRM335612,MULE_PATTERN,high,"Money mule pattern: 6.1% retention, 379.2h avg turnaround",0.06129626746669317,0.15,,30_days,2024-12-25 04:20:03
VEL-004458,MUL596564,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 86.7h avg turnaround",0.0,0.15,,30_days,2024-12-27 19:36:54
VEL-004459,NRM418635,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 421.4h avg turnaround",0.0,0.15,,30_days,2024-12-30 01:03:21
VEL-004460,NRM517821,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 384.7h avg turnaround",0.0,0.15,,30_days,2024-12-26 11:56:06
VEL-004461,NRM662262,MULE_PATTERN,high,"Money mule pattern: 5.1% retention, 316.9h avg turnaround",0.05102648946331571,0.15,,30_days,2024-12-30 15:28:16
VEL-004462,NRM214576,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 572.8h avg turnaround",0.0,0.15,,30_days,2024-12-25 09:15:21
VEL-004463,NRM451470,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 252.5h avg turnaround",0.0,0.15,,30_days,2024-12-13 21:08:52
VEL-004464,NRM573417,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 520.5h avg turnaround",0.0,0.15,,30_days,2024-12-30 22:24:52
VEL-004465,HRK660069,MULE_PATTERN,medium,"Money mule pattern: 13.5% retention, 467.5h avg turnaround",0.13549353010544907,0.15,,30_days,2024-12-26 21:22:43
VEL-004466,NRM471507,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 673.6h avg turnaround",0.0,0.15,,30_days,2024-12-23 15:14:32
VEL-004467,NRM299122,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 282.8h avg turnaround",0.0,0.15,,30_days,2024-12-11 02:56:24
VEL-004468,NRM761759,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 268.4h avg turnaround",0.0,0.15,,30_days,2024-12-25 04:20:03
VEL-004469,NRM694731,MULE_PATTERN,medium,"Money mule pattern: 13.6% retention, 315.4h avg turnaround",0.13627142880352328,0.15,,30_days,2024-12-15 23:08:23
VEL-004470,HRK345884,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 223.4h avg turnaround",0.0,0.15,,30_days,2024-12-30 08:41:16
VEL-004471,NRM246991,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 355.9h avg turnaround",0.0,0.15,,30_days,2024-12-20 16:18:18
VEL-004472,NRM176066,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 604.0h avg turnaround",0.0,0.15,,30_days,2024-12-10 11:56:31
VEL-004473,NRM429164,MULE_PATTERN,medium,"Money mule pattern: 11.5% retention, 270.2h avg turnaround",0.11454482741741026,0.15,,30_days,2024-12-25 15:35:56
VEL-004474,RNG824024,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 137.9h avg turnaround",0.0,0.15,,30_days,2024-12-27 09:03:09
VEL-004475,NRM704201,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 217.7h avg turnaround",0.0,0.15,,30_days,2024-12-14 14:26:22
VEL-004476,HRK664365,MULE_PATTERN,high,"Money mule pattern: 8.0% retention, 352.9h avg turnaround",0.08038120531094342,0.15,,30_days,2024-12-30 02:41:56
VEL-004477,NRM329258,MULE_PATTERN,high,"Money mule pattern: 0.1% retention, 398.1h avg turnaround",0.001426296026911574,0.15,,30_days,2024-12-22 07:15:33
VEL-004478,HRK888295,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 156.2h avg turnaround",0.0,0.15,,30_days,2024-12-25 13:30:04
VEL-004479,NRM410016,MULE_PATTERN,high,"Money mule pattern: 9.6% retention, 367.1h avg turnaround",0.09582356163773373,0.15,,30_days,2024-12-09 07:54:16
VEL-004480,RNG824003,MULE_PATTERN,high,"Money mule pattern: 4.0% retention, 120.0h avg turnaround",0.04003016935974812,0.15,,30_days,2024-12-24 15:48:42
VEL-004481,NRM358175,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 422.0h avg turnaround",0.0,0.15,,30_days,2024-12-17 10:53:42
VEL-004482,NRM662275,MULE_PATTERN,medium,"Money mule pattern: 15.0% retention, 150.1h avg turnaround",0.14978722474262623,0.15,,30_days,2024-11-16 07:46:55
VEL-004483,NRM972064,MULE_PATTERN,medium,"Money mule pattern: 15.0% retention, 215.5h avg turnaround",0.14999367747859899,0.15,,30_days,2024-12-14 01:38:05
VEL-004484,NRM226882,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 252.8h avg turnaround",0.0,0.15,,30_days,2024-12-11 13:01:10
VEL-004485,NRM610311,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 337.4h avg turnaround",0.0,0.15,,30_days,2024-12-20 13:06:46
VEL-004486,NRM163918,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 355.7h avg turnaround",0.0,0.15,,30_days,2024-12-29 07:42:54
VEL-004487,NRM266931,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 359.4h avg turnaround",0.0,0.15,,30_days,2024-12-25 22:29:07
VEL-004488,NRM665427,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 423.5h avg turnaround",0.0,0.15,,30_days,2024-12-28 06:21:19
VEL-004489,MUL271720,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 54.8h avg turnaround",0.0,0.15,,30_days,2024-12-27 00:18:40
VEL-004490,MUL783414,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 91.4h avg turnaround",0.0,0.15,,30_days,2024-12-30 21:35:09
VEL-004491,NRM724834,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 749.0h avg turnaround",0.0,0.15,,30_days,2024-12-19 07:28:46
VEL-004492,NRM802258,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 579.9h avg turnaround",0.0,0.15,,30_days,2024-12-16 22:17:01
VEL-004493,NRM197923,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 284.7h avg turnaround",0.0,0.15,,30_days,2024-12-19 07:28:46
VEL-004494,NRM197793,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 331.7h avg turnaround",0.0,0.15,,30_days,2024-12-20 10:40:41
VEL-004495,NRM448321,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 647.0h avg turnaround",0.0,0.15,,30_days,2024-12-08 11:32:12
VEL-004496,NRM407757,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 245.5h avg turnaround",0.0,0.15,,30_days,2024-12-23 08:42:42
VEL-004497,HRK905819,MULE_PATTERN,high,"Money mule pattern: 1.3% retention, 316.5h avg turnaround",0.012768751358619896,0.15,,30_days,2024-12-25 13:21:38
VEL-004498,NRM913694,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 340.1h avg turnaround",0.0,0.15,,30_days,2024-12-19 02:24:39
VEL-004499,NRM781453,MULE_PATTERN,high,"Money mule pattern: 0.7% retention, 244.5h avg turnaround",0.007124219711943553,0.15,,30_days,2024-12-30 07:18:46
VEL-004500,NRM872246,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 351.8h avg turnaround",0.0,0.15,,30_days,2024-12-22 18:50:55
VEL-004501,NRM812526,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 642.3h avg turnaround",0.0,0.15,,30_days,2024-12-26 19:42:22
VEL-004502,NRM765046,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 309.6h avg turnaround",0.0,0.15,,30_days,2024-12-20 01:14:00
VEL-004503,NRM376807,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 283.1h avg turnaround",0.0,0.15,,30_days,2024-12-28 18:06:53
VEL-004504,NRM526156,MULE_PATTERN,high,"Money mule pattern: 13.2% retention, 486.5h avg turnaround",0.13152848225132072,0.15,,30_days,2024-12-10 03:14:03
VEL-004505,HRK535970,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 595.6h avg turnaround",0.0,0.15,,30_days,2024-12-30 14:34:23
VEL-004506,NRM816751,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 181.5h avg turnaround",0.0,0.15,,30_days,2024-12-29 19:54:32
VEL-004507,NRM230889,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 389.2h avg turnaround",0.0,0.15,,30_days,2024-12-15 22:51:49
VEL-004508,NRM916449,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 413.8h avg turnaround",0.0,0.15,,30_days,2024-12-29 20:03:21
VEL-004509,RNG824000,MULE_PATTERN,high,"Money mule pattern: 7.0% retention, 103.0h avg turnaround",0.07048344202187577,0.15,,30_days,2024-12-26 10:49:17
VEL-004510,NRM179046,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 207.3h avg turnaround",0.0,0.15,,30_days,2024-12-21 07:38:44
VEL-004511,NRM823378,MULE_PATTERN,high,"Money mule pattern: 7.8% retention, 226.3h avg turnaround",0.0780018456097814,0.15,,30_days,2024-12-18 23:28:55
VEL-004512,NRM106814,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 249.3h avg turnaround",0.0,0.15,,30_days,2024-12-28 03:08:19
VEL-004513,NRM188914,MULE_PATTERN,high,"Money mule pattern: 4.7% retention, 509.7h avg turnaround",0.046862961652232374,0.15,,30_days,2024-12-10 13:45:37
VEL-004514,NRM331148,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 163.7h avg turnaround",0.0,0.15,,30_days,2024-12-27 23:11:40
VEL-004515,HRK557007,MULE_PATTERN,medium,"Money mule pattern: 10.8% retention, 278.6h avg turnaround",0.10759235430751533,0.15,,30_days,2024-12-27 21:34:28
VEL-004516,NRM867460,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 910.8h avg turnaround",0.0,0.15,,30_days,2024-12-26 05:09:04
VEL-004517,NRM163556,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 398.9h avg turnaround",0.0,0.15,,30_days,2024-12-29 03:07:24
VEL-004518,HRK907451,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 222.0h avg turnaround",0.0,0.15,,30_days,2024-12-27 11:32:33
VEL-004519,RNG824021,MULE_PATTERN,high,"Money mule pattern: 4.6% retention, 105.3h avg turnaround",0.0459312715161451,0.15,,30_days,2024-12-23 12:37:11
VEL-004520,NRM487477,MULE_PATTERN,high,"Money mule pattern: 6.7% retention, 272.1h avg turnaround",0.06725304565557758,0.15,,30_days,2024-12-26 16:16:36
VEL-004521,NRM271339,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 260.9h avg turnaround",0.0,0.15,,30_days,2024-12-29 06:06:36
VEL-004522,NRM308802,MULE_PATTERN,high,"Money mule pattern: 8.6% retention, 324.0h avg turnaround",0.08613965271346757,0.15,,30_days,2024-12-15 00:34:35
VEL-004523,NRM429963,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 405.2h avg turnaround",0.0,0.15,,30_days,2024-12-21 21:49:24
VEL-004524,NRM854377,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 302.9h avg turnaround",0.0,0.15,,30_days,2024-12-14 15:57:31
VEL-004525,NRM356787,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 266.1h avg turnaround",0.0,0.15,,30_days,2024-12-18 23:21:50
VEL-004526,NRM476417,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 388.0h avg turnaround",0.0,0.15,,30_days,2024-12-30 18:14:31
VEL-004527,HRK800005,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 328.8h avg turnaround",0.0,0.15,,30_days,2024-12-20 20:30:55
VEL-004528,NRM989921,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 244.8h avg turnaround",0.0,0.15,,30_days,2024-12-15 20:16:48
VEL-004529,RNG824037,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 98.6h avg turnaround",0.0,0.15,,30_days,2024-12-26 16:24:00
VEL-004530,RNG824001,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 78.0h avg turnaround",0.0,0.15,,30_days,2024-12-30 13:13:55
VEL-004531,NRM710805,MULE_PATTERN,high,"Money mule pattern: 6.7% retention, 382.7h avg turnaround",0.06680657600586432,0.15,,30_days,2024-12-22 19:34:38
VEL-004532,NRM531712,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 506.0h avg turnaround",0.0,0.15,,30_days,2024-12-21 17:04:37
VEL-004533,NRM279451,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 157.2h avg turnaround",0.0,0.15,,30_days,2024-12-29 17:35:01
VEL-004534,NRM392075,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 183.7h avg turnaround",0.0,0.15,,30_days,2024-12-21 19:24:07
VEL-004535,HRK350867,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 526.4h avg turnaround",0.0,0.15,,30_days,2024-12-23 04:13:41
VEL-004536,NRM324643,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 473.1h avg turnaround",0.0,0.15,,30_days,2024-12-26 13:13:05
VEL-004537,NRM596171,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 386.5h avg turnaround",0.0,0.15,,30_days,2024-12-05 18:09:49
VEL-004538,NRM269396,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 274.1h avg turnaround",0.0,0.15,,30_days,2024-12-26 11:31:36
VEL-004539,NRM604740,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 338.9h avg turnaround",0.0,0.15,,30_days,2024-12-25 06:04:30
VEL-004540,NRM550770,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 310.8h avg turnaround",0.0,0.15,,30_days,2024-12-06 00:11:05
VEL-004541,NRM146542,MULE_PATTERN,high,"Money mule pattern: 2.4% retention, 547.9h avg turnaround",0.024066887399000716,0.15,,30_days,2024-12-29 09:41:15
VEL-004542,NRM941204,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 558.9h avg turnaround",0.0,0.15,,30_days,2024-12-18 12:18:51
VEL-004543,NRM503906,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 343.0h avg turnaround",0.0,0.15,,30_days,2024-12-19 23:41:45
VEL-004544,HRK830180,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 375.7h avg turnaround",0.0,0.15,,30_days,2024-12-09 11:31:35
VEL-004545,NRM308496,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 390.8h avg turnaround",0.0,0.15,,30_days,2024-12-29 12:38:18
VEL-004546,NRM950132,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 332.9h avg turnaround",0.0,0.15,,30_days,2024-12-17 16:56:41
VEL-004547,HRK329471,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 196.6h avg turnaround",0.0,0.15,,30_days,2024-12-16 23:47:18
VEL-004548,NRM412942,MULE_PATTERN,high,"Money mule pattern: 9.6% retention, 303.2h avg turnaround",0.0961057206813368,0.15,,30_days,2024-12-27 09:04:13
VEL-004549,MUL486814,MULE_PATTERN,high,"Money mule pattern: 13.0% retention, 35.7h avg turnaround",0.12963866390806578,0.15,,30_days,2024-12-16 01:47:20
VEL-004550,NRM850981,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 545.4h avg turnaround",0.0,0.15,,30_days,2024-12-23 19:38:33
VEL-004551,HRK812131,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 458.7h avg turnaround",0.0,0.15,,30_days,2024-12-25 12:21:20
VEL-004552,NRM171262,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 287.1h avg turnaround",0.0,0.15,,30_days,2024-12-21 21:38:24
VEL-004553,NRM712024,MULE_PATTERN,high,"Money mule pattern: 2.6% retention, 426.5h avg turnaround",0.026421966296216043,0.15,,30_days,2024-12-29 17:09:03
VEL-004554,NRM976638,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 283.6h avg turnaround",0.0,0.15,,30_days,2024-12-17 12:03:18
VEL-004555,NRM956795,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 182.6h avg turnaround",0.0,0.15,,30_days,2024-12-13 09:01:07
VEL-004556,HRK342495,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 376.2h avg turnaround",0.0,0.15,,30_days,2024-12-12 21:41:48
VEL-004557,NRM398830,MULE_PATTERN,high,"Money mule pattern: 8.0% retention, 326.9h avg turnaround",0.07996739099976856,0.15,,30_days,2024-12-27 03:33:19
VEL-004558,NRM308573,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 316.1h avg turnaround",0.0,0.15,,30_days,2024-12-15 10:04:31
VEL-004559,HRK356736,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 284.7h avg turnaround",0.0,0.15,,30_days,2024-12-30 02:49:13
VEL-004560,NRM555884,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 546.1h avg turnaround",0.0,0.15,,30_days,2024-12-24 22:26:10
VEL-004561,NRM892495,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 385.1h avg turnaround",0.0,0.15,,30_days,2024-12-25 09:44:34
VEL-004562,RNG824010,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 130.6h avg turnaround",0.0,0.15,,30_days,2024-12-28 04:38:49
VEL-004563,NRM161324,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 275.2h avg turnaround",0.0,0.15,,30_days,2024-12-24 08:10:27
VEL-004564,HRK571932,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 280.2h avg turnaround",0.0,0.15,,30_days,2024-12-22 02:44:23
VEL-004565,NRM946335,MULE_PATTERN,medium,"Money mule pattern: 12.7% retention, 431.9h avg turnaround",0.127294770682376,0.15,,30_days,2024-12-19 13:00:58
VEL-004566,HRK801364,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 409.5h avg turnaround",0.0,0.15,,30_days,2024-12-30 06:57:54
VEL-004567,NRM338968,MULE_PATTERN,high,"Money mule pattern: 3.8% retention, 402.8h avg turnaround",0.03841015366975194,0.15,,30_days,2024-12-11 06:50:47
VEL-004568,NRM749342,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 309.7h avg turnaround",0.0,0.15,,30_days,2024-11-29 04:18:20
VEL-004569,NRM996865,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 257.0h avg turnaround",0.0,0.15,,30_days,2024-12-30 23:31:26
VEL-004570,NRM559381,MULE_PATTERN,medium,"Money mule pattern: 12.9% retention, 314.1h avg turnaround",0.12882195062671611,0.15,,30_days,2024-12-22 18:16:43
VEL-004571,NRM910891,MULE_PATTERN,high,"Money mule pattern: 3.6% retention, 358.6h avg turnaround",0.036081191685481864,0.15,,30_days,2024-12-18 00:52:59
VEL-004572,NRM299659,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 464.2h avg turnaround",0.0,0.15,,30_days,2024-12-28 09:20:22
VEL-004573,NRM520521,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 266.5h avg turnaround",0.0,0.15,,30_days,2024-12-27 16:53:14
VEL-004574,NRM152578,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 336.3h avg turnaround",0.0,0.15,,30_days,2024-12-23 14:59:31
VEL-004575,NRM521947,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 379.0h avg turnaround",0.0,0.15,,30_days,2024-12-24 20:52:36
VEL-004576,NRM191161,MULE_PATTERN,high,"Money mule pattern: 1.6% retention, 210.4h avg turnaround",0.016450893291517357,0.15,,30_days,2024-12-27 05:52:03
VEL-004577,NRM455784,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 494.4h avg turnaround",0.0,0.15,,30_days,2024-12-06 16:00:54
VEL-004578,NRM375504,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 226.1h avg turnaround",0.0,0.15,,30_days,2024-12-29 11:23:45
VEL-004579,MUL542042,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 39.9h avg turnaround",0.0,0.15,,30_days,2024-12-11 15:22:09
VEL-004580,NRM805477,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 393.5h avg turnaround",0.0,0.15,,30_days,2024-12-29 02:16:29
VEL-004581,NRM378517,MULE_PATTERN,medium,"Money mule pattern: 12.2% retention, 316.8h avg turnaround",0.12214638754704588,0.15,,30_days,2024-12-14 09:47:00
VEL-004582,MUL703766,MULE_PATTERN,high,"Money mule pattern: 12.8% retention, 46.3h avg turnaround",0.12774142556969328,0.15,,30_days,2024-12-27 00:18:38
VEL-004583,NRM437902,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 214.9h avg turnaround",0.0,0.15,,30_days,2024-12-17 09:41:37
VEL-004584,HRK724377,MULE_PATTERN,high,"Money mule pattern: 5.7% retention, 328.7h avg turnaround",0.056545427785012176,0.15,,30_days,2024-12-29 05:33:09
VEL-004585,NRM766563,MULE_PATTERN,high,"Money mule pattern: 9.5% retention, 385.2h avg turnaround",0.09500866157874938,0.15,,30_days,2024-12-29 02:16:29
VEL-004586,NRM185965,MULE_PATTERN,high,"Money mule pattern: 3.6% retention, 209.2h avg turnaround",0.03638036755737747,0.15,,30_days,2024-12-01 13:20:19
VEL-004587,HRK547470,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 440.1h avg turnaround",0.0,0.15,,30_days,2024-12-23 21:32:52
VEL-004588,NRM314181,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 333.2h avg turnaround",0.0,0.15,,30_days,2024-12-16 13:23:48
VEL-004589,NRM946305,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 280.0h avg turnaround",0.0,0.15,,30_days,2024-12-20 14:06:39
VEL-004590,NRM446239,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 367.0h avg turnaround",0.0,0.15,,30_days,2024-12-27 06:48:45
VEL-004591,HRK176365,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 384.9h avg turnaround",0.0,0.15,,30_days,2024-12-30 16:11:07
VEL-004592,NRM456699,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 164.8h avg turnaround",0.0,0.15,,30_days,2024-12-21 03:11:27
VEL-004593,MUL849747,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 139.8h avg turnaround",0.0,0.15,,30_days,2024-12-29 10:22:37
VEL-004594,MUL593152,MULE_PATTERN,critical,"Money mule pattern: 0.0% retention, 22.5h avg turnaround",0.0,0.15,,30_days,2024-12-25 15:41:28
VEL-004595,NRM442027,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 306.7h avg turnaround",0.0,0.15,,30_days,2024-12-08 11:32:12
VEL-004596,NRM161733,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 227.0h avg turnaround",0.0,0.15,,30_days,2024-12-29 01:58:13
VEL-004597,MUL751517,MULE_PATTERN,high,"Money mule pattern: 10.1% retention, 52.0h avg turnaround",0.10136312230695875,0.15,,30_days,2024-12-29 07:22:37
VEL-004598,NRM749468,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 815.6h avg turnaround",0.0,0.15,,30_days,2024-12-17 09:28:23
VEL-004599,NRM301629,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 726.4h avg turnaround",0.0,0.15,,30_days,2024-12-27 23:39:58
VEL-004600,NRM884475,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 435.8h avg turnaround",0.0,0.15,,30_days,2024-12-20 07:25:27
VEL-004601,NRM794022,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 500.3h avg turnaround",0.0,0.15,,30_days,2024-12-23 19:35:36
VEL-004602,NRM728038,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 638.1h avg turnaround",0.0,0.15,,30_days,2024-12-28 04:52:25
VEL-004603,NRM945742,MULE_PATTERN,medium,"Money mule pattern: 13.6% retention, 288.3h avg turnaround",0.13613911623864447,0.15,,30_days,2024-12-26 16:00:00
VEL-004604,NRM934794,MULE_PATTERN,high,"Money mule pattern: 7.6% retention, 156.7h avg turnaround",0.07596898503004984,0.15,,30_days,2024-12-30 09:59:08
VEL-004605,NRM344098,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 420.4h avg turnaround",0.0,0.15,,30_days,2024-12-29 07:12:46
VEL-004606,NRM983794,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 174.3h avg turnaround",0.0,0.15,,30_days,2024-12-25 15:05:01
VEL-004607,NRM946721,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 369.5h avg turnaround",0.0,0.15,,30_days,2024-12-14 11:51:30
VEL-004608,NRM156802,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 474.1h avg turnaround",0.0,0.15,,30_days,2024-12-27 16:53:14
VEL-004609,NRM802729,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 451.3h avg turnaround",0.0,0.15,,30_days,2024-12-28 22:31:52
VEL-004610,NRM211579,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 260.6h avg turnaround",0.0,0.15,,30_days,2024-12-17 21:59:17
VEL-004611,NRM262316,MULE_PATTERN,high,"Money mule pattern: 14.1% retention, 299.6h avg turnaround",0.14144365755185312,0.15,,30_days,2024-12-23 03:46:15
VEL-004612,NRM523389,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 161.0h avg turnaround",0.0,0.15,,30_days,2024-12-28 09:04:23
VEL-004613,HRK970914,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 535.7h avg turnaround",0.0,0.15,,30_days,2024-12-23 17:11:27
VEL-004614,HRK120480,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 561.8h avg turnaround",0.0,0.15,,30_days,2024-12-01 11:33:19
VEL-004615,NRM665158,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 548.2h avg turnaround",0.0,0.15,,30_days,2024-12-15 05:20:04
VEL-004616,NRM820892,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 208.2h avg turnaround",0.0,0.15,,30_days,2024-12-08 05:11:39
VEL-004617,NRM564656,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 442.4h avg turnaround",0.0,0.15,,30_days,2024-12-29 01:33:09
VEL-004618,HRK991014,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 587.2h avg turnaround",0.0,0.15,,30_days,2024-12-21 00:31:11
VEL-004619,MUL898207,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 63.9h avg turnaround",0.0,0.15,,30_days,2024-12-28 20:16:45
VEL-004620,NRM120422,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 356.7h avg turnaround",0.0,0.15,,30_days,2024-11-27 17:25:11
VEL-004621,NRM824586,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 333.0h avg turnaround",0.0,0.15,,30_days,2024-12-14 11:30:50
VEL-004622,NRM678856,MULE_PATTERN,high,"Money mule pattern: 0.0% retention, 255.4h avg turnaround",0.0,0.15,,30_days,2024-12-23 17:41:42
