account_id,overall_score,risk_category,alert_score,volume_score,velocity_score,network_score,behavioral_score,alert_count,total_amount,contributing_factors
NRM654816,47.17,medium,59.0,54.2,22.5,72.14,3.63,17,1899359.18,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM678856,47.09,medium,70.0,27.08,29.58,71.94,4.67,15,1470151.62,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
MUL275939,47.02,medium,60.0,45.6,22.16,74.88,12.36,14,1753324.57,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK600149,46.85,medium,46.5,52.8,43.15,73.21,3.99,13,1868206.43,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM294851,46.8,medium,54.0,39.0,43.41,73.87,3.35,13,1679153.03,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK152657,46.69,medium,61.0,29.24,40.09,73.39,4.66,14,1576986.43,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK664365,46.65,medium,50.5,38.0,43.18,77.5,11.16,12,1675449.35,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM708158,46.61,medium,72.0,29.64,21.85,71.07,4.54,15,1605431.51,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (high)
NRM501124,46.58,medium,65.5,18.16,43.08,73.62,3.64,15,1156147.86,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM213346,46.48,medium,73.5,25.96,21.39,74.2,1.6,18,1423318.11,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM287241,46.42,medium,60.0,40.2,22.09,76.09,15.51,16,1685537.88,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL959099,46.35,medium,61.5,54.4,7.01,75.67,11.95,13,1903024.39,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL975467,46.23,medium,65.5,31.2,22.8,73.53,14.73,17,1625023.64,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM309267,46.18,medium,48.0,44.6,43.15,76.29,3.91,12,1740392.43,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM976638,46.15,medium,63.5,28.96,35.03,70.97,4.79,16,1569225.7,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM331148,46.12,medium,63.5,41.6,22.47,70.56,5.0,15,1703384.62,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM716886,46.08,medium,66.0,30.8,29.95,70.65,2.32,17,1622438.44,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM969634,45.94,medium,69.0,31.8,21.27,73.33,1.78,17,1630332.67,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM910620,45.88,medium,76.0,26.56,14.11,72.68,2.4,16,1447106.12,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM418635,45.88,medium,52.5,36.4,43.1,75.0,3.59,15,1664144.3,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM191161,45.87,medium,65.0,41.2,19.6,70.62,3.64,16,1698147.77,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM351083,45.85,medium,68.0,42.2,7.22,76.0,7.67,19,1710214.07,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK976325,45.81,medium,63.0,37.8,21.74,74.09,7.38,14,1673512.13,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (high)
HRK387936,45.79,medium,65.5,13.68,42.59,75.0,3.63,14,1002045.92,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM446479,45.72,medium,66.0,33.4,22.4,74.84,2.3,17,1638509.97,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM356702,45.72,medium,46.5,47.4,43.23,74.14,1.95,11,1770162.03,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM960394,45.63,medium,60.5,38.8,20.04,77.03,11.35,13,1679083.71,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL213349,45.62,medium,57.25,42.6,22.86,75.93,11.02,15,1722621.13,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ROUND_AMOUNTS (low); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM378085,45.6,medium,62.0,41.8,22.3,71.55,3.42,15,1703661.02,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM378361,45.59,medium,56.5,38.4,29.51,77.26,6.42,14,1678104.63,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM230889,45.57,medium,64.0,18.96,42.7,70.71,2.33,14,1177265.64,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM204837,45.55,medium,60.0,21.16,42.02,76.29,4.67,17,1234128.19,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK981334,45.49,medium,69.5,28.48,22.16,72.31,1.89,16,1542065.99,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM838797,45.49,medium,70.5,26.88,21.89,71.2,3.77,20,1463456.22,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM783823,45.47,medium,78.0,19.56,14.55,74.44,1.76,18,1194057.97,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL152727,45.42,medium,57.0,42.4,21.95,74.86,13.73,12,1717099.38,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM736130,45.39,medium,57.0,26.28,40.03,77.89,4.96,13,1435124.36,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM941204,45.27,medium,68.0,29.52,22.51,72.07,2.57,17,1598097.96,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM654634,45.24,medium,70.0,22.96,22.39,76.29,2.23,16,1306329.79,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM356787,45.23,medium,61.0,40.0,21.6,75.56,2.27,13,1684936.71,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM813328,45.21,medium,63.5,35.6,22.83,73.39,2.92,16,1650333.14,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM924629,45.17,medium,58.5,46.0,22.3,71.15,3.6,13,1754413.8,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM551989,45.15,medium,62.5,11.92,42.12,73.95,13.73,14,948522.01,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL307963,45.08,medium,51.0,26.32,40.62,74.74,26.37,13,1437195.42,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL497519,44.99,medium,54.0,43.6,23.22,75.93,13.31,14,1733720.48,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM956795,44.96,medium,64.0,36.2,22.11,71.2,2.2,17,1662793.8,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM262060,44.94,medium,52.5,52.4,21.79,74.41,5.62,15,1859612.38,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK508930,44.92,medium,53.5,48.6,23.08,74.86,6.32,15,1783463.16,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM733052,44.85,medium,48.5,38.6,42.98,73.33,5.62,15,1678780.73,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM328275,44.82,medium,56.5,21.44,42.22,73.16,13.38,15,1241306.92,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM710805,44.81,medium,61.0,25.08,33.13,76.21,3.84,15,1400225.8,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK936912,44.8,medium,62.5,37.4,22.33,72.22,1.45,16,1669035.93,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK258157,44.78,medium,60.0,39.4,22.6,73.28,3.93,16,1679508.02,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM428838,44.76,medium,67.5,27.72,22.04,73.0,2.34,13,1505579.69,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM346629,44.69,medium,50.5,56.6,22.23,70.6,6.63,12,1955069.73,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM945964,44.69,medium,51.0,37.2,36.58,76.43,6.15,14,1668770.19,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM989921,44.62,medium,71.0,25.32,19.04,70.52,3.18,18,1405588.68,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM245051,44.48,medium,55.5,44.2,26.76,70.56,2.78,15,1736599.14,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM688153,44.48,medium,54.0,28.52,43.2,73.62,1.94,14,1542182.9,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM704596,44.43,medium,70.5,31.0,8.42,74.84,6.47,17,1622773.63,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK578634,44.41,medium,69.0,20.28,22.76,74.58,4.69,17,1214613.25,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL290556,44.4,medium,39.0,46.8,43.55,73.55,16.49,13,1765265.32,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM668532,44.36,medium,69.0,11.68,31.44,76.29,1.41,16,943174.3,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL736745,44.33,medium,52.5,31.4,36.41,75.85,10.14,15,1626060.5,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM167136,44.31,medium,71.5,29.76,10.92,72.34,3.01,16,1607318.64,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK350867,44.26,medium,61.0,37.0,17.1,76.35,6.41,13,1666719.69,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK829716,44.24,medium,51.0,54.6,22.05,71.73,3.02,14,1909800.66,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM322086,44.23,medium,67.5,26.44,22.38,70.58,2.5,16,1441209.46,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK829308,44.21,medium,63.0,18.28,34.75,75.0,3.07,13,1159145.14,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM392683,44.17,medium,56.5,44.4,22.29,72.22,2.24,13,1740032.1,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM671412,44.17,medium,54.5,45.4,22.76,72.73,5.51,13,1752730.36,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM934794,44.13,medium,64.0,28.24,22.36,73.87,5.26,15,1529102.1,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM925622,44.06,medium,66.5,25.56,20.85,72.86,5.77,15,1413619.99,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM411120,44.05,medium,64.0,27.52,20.23,76.11,6.84,14,1502173.59,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL121369,44.03,medium,47.5,52.6,22.92,75.85,9.22,13,1866733.88,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM853305,43.97,medium,56.5,43.2,21.87,71.25,4.9,16,1731197.84,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM542374,43.93,medium,55.5,24.68,42.88,71.3,3.01,13,1370247.22,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM564656,43.91,medium,55.5,41.0,21.85,75.32,6.13,15,1697762.49,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM549245,43.87,medium,63.5,27.88,20.38,73.62,9.5,14,1512601.01,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM803204,43.76,medium,68.5,18.76,23.62,70.47,7.36,16,1169720.38,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM415568,43.73,medium,66.0,29.12,17.11,74.09,2.72,17,1572448.58,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK184491,43.73,medium,65.0,24.44,22.3,75.5,3.02,15,1364793.04,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM497887,43.72,medium,65.0,21.52,21.96,77.24,6.87,14,1247846.3,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK590094,43.68,medium,64.0,26.72,22.3,74.84,2.47,14,1452100.1,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM451470,43.65,medium,65.5,25.88,22.26,73.0,1.48,14,1421127.05,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK907451,43.6,medium,67.0,18.64,21.53,74.09,10.0,16,1166669.51,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM528231,43.59,medium,54.5,29.32,36.11,74.04,3.25,13,1579866.31,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM324130,43.58,medium,58.5,39.2,21.86,70.0,3.91,12,1679459.55,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (high)
NRM231869,43.5,medium,61.5,33.2,20.79,71.2,4.94,15,1638468.76,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM680097,43.47,medium,52.5,43.0,21.55,76.5,7.08,13,1730972.94,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK915451,43.45,medium,51.5,22.08,43.04,78.75,5.89,14,1271815.61,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK446954,43.42,medium,67.5,23.04,21.59,70.62,2.77,14,1308477.16,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK148458,43.35,medium,61.0,29.84,22.64,74.09,3.9,13,1612389.01,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK703655,43.33,medium,50.5,47.8,21.85,70.71,11.21,14,1778953.26,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
