alert_id,account_id,alert_type,risk_level,description,total_amount,transaction_count,time_window_hours,timestamp
STR-000835,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",511993.69999999995,56,1.4166666666666667,2024-07-18 14:29:36
STR-000836,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",503042.36999999994,55,1.4,2024-07-18 14:30:36
STR-000838,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",485295.64999999997,53,1.3833333333333333,2024-07-18 14:31:36
STR-000839,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",476542.36,52,1.3666666666666667,2024-07-18 14:32:36
STR-000840,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",467864.83999999997,51,1.35,2024-07-18 14:33:36
STR-000841,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",458676.02999999997,50,1.3166666666666667,2024-07-18 14:35:36
STR-000843,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",440172.88,48,1.25,2024-07-18 14:39:36
STR-000844,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",431295.97,47,1.2333333333333334,2024-07-18 14:40:36
STR-000845,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",422018.69,46,1.2,2024-07-18 14:42:36
STR-000846,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",412473.23,45,1.1666666666666667,2024-07-18 14:44:36
STR-000848,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",395033.74,43,1.15,2024-07-18 14:45:36
STR-000849,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",385546.21,42,1.1333333333333333,2024-07-18 14:46:36
STR-000851,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",366665.02,40,1.1166666666666667,2024-07-18 14:47:36
STR-000853,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",349534.47,38,1.0833333333333333,2024-07-18 14:49:36
STR-000854,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",340293.9,37,1.0,2024-07-18 14:54:36
STR-000855,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",331616.99,36,0.9666666666666667,2024-07-18 14:56:36
STR-000856,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",322409.66,35,0.9166666666666666,2024-07-18 14:59:36
STR-000858,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",303625.71,33,0.8833333333333333,2024-07-18 15:01:36
STR-000861,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",275857.37,30,0.7833333333333333,2024-07-18 15:07:36
STR-000862,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",266413.43,29,0.7666666666666667,2024-07-18 15:08:36
STR-000864,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",248304.26,27,0.75,2024-07-18 15:09:36
STR-000865,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",238681.71,26,0.7333333333333333,2024-07-18 15:10:36
STR-000866,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",228958.85,25,0.65,2024-07-18 15:15:36
STR-000867,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",220160.56,24,0.6333333333333333,2024-07-18 15:16:36
STR-000868,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",211292.46999999997,23,0.5666666666666667,2024-07-18 15:20:36
STR-000869,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",202788.56999999998,22,0.55,2024-07-18 15:21:36
STR-000870,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",193392.62,21,0.5166666666666667,2024-07-18 15:23:36
STR-000872,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",173891.36,19,0.48333333333333334,2024-07-18 15:25:36
STR-000873,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",165261.83,18,0.4666666666666667,2024-07-18 15:26:36
STR-000874,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",155792.52,17,0.45,2024-07-18 15:27:36
STR-000875,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",146574.05,16,0.4166666666666667,2024-07-18 15:29:36
STR-000876,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",137278.4,15,0.38333333333333336,2024-07-18 15:31:36
STR-000878,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",119488.73999999999,13,0.36666666666666664,2024-07-18 15:32:36
STR-000879,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",110531.24999999999,12,0.3333333333333333,2024-07-18 15:34:36
STR-000882,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",82013.34,9,0.3,2024-07-18 15:36:36
STR-000883,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",73459.73,8,0.25,2024-07-18 15:39:36
STR-000884,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",63662.35,7,0.23333333333333334,2024-07-18 15:40:36
STR-000885,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",54431.36,6,0.2,2024-07-18 15:42:36
STR-000886,STR464069,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",45773.560000000005,5,0.15,2024-07-18 15:45:36
STR-000888,STR464069,UNDER_THRESHOLD_DEPOSITS,medium,"Multiple deposits just under $10,000 threshold detected",27953.260000000002,3,0.08333333333333333,2024-07-18 15:49:36
STR-000889,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1381810.6,150,3.9833333333333334,2024-11-03 09:39:20
STR-000890,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1372952.3399999999,149,3.816666666666667,2024-11-03 09:49:20
STR-000892,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1354669.8399999999,147,3.8,2024-11-03 09:50:20
STR-000893,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1344790.5,146,3.7666666666666666,2024-11-03 09:52:20
STR-000894,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1335936.19,145,3.75,2024-11-03 09:53:20
STR-000896,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1317307.27,143,3.716666666666667,2024-11-03 09:55:20
STR-000897,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1308325.34,142,3.6,2024-11-03 10:02:20
STR-000898,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1299596.86,141,3.5833333333333335,2024-11-03 10:03:20
STR-000899,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1290798.92,140,3.566666666666667,2024-11-03 10:04:20
STR-000900,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1281495.88,139,3.5,2024-11-03 10:08:20
STR-000901,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1272066.46,138,3.45,2024-11-03 10:11:20
STR-000905,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1234403.9200000002,134,3.433333333333333,2024-11-03 10:12:20
STR-000906,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1224693.1400000001,133,3.3833333333333333,2024-11-03 10:15:20
STR-000907,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1215330.4699999997,132,3.3666666666666667,2024-11-03 10:16:20
STR-000908,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1205654.87,131,3.35,2024-11-03 10:17:20
STR-000909,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1196794.81,130,3.3333333333333335,2024-11-03 10:18:20
STR-000910,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1187351.24,129,3.316666666666667,2024-11-03 10:19:20
STR-000911,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1177717.68,128,3.283333333333333,2024-11-03 10:21:20
STR-000912,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1168078.2000000002,127,3.216666666666667,2024-11-03 10:25:20
STR-000913,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1158314.2700000003,126,3.2,2024-11-03 10:26:20
STR-000914,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1149229.72,125,3.183333333333333,2024-11-03 10:27:20
STR-000915,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1140006.22,124,3.1166666666666667,2024-11-03 10:31:20
STR-000916,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1130296.3299999998,123,3.1,2024-11-03 10:32:20
STR-000918,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1111992.49,121,3.066666666666667,2024-11-03 10:34:20
STR-000919,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1102961.39,120,3.05,2024-11-03 10:35:20
STR-000921,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1084212.11,118,3.033333333333333,2024-11-03 10:36:20
STR-000922,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1074391.3800000001,117,3.0166666666666666,2024-11-03 10:37:20
STR-000923,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1064520.4200000002,116,3.0,2024-11-03 10:38:20
STR-000925,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1046508.34,114,2.9833333333333334,2024-11-03 10:39:20
STR-000927,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1028583.61,112,2.966666666666667,2024-11-03 10:40:20
STR-000928,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1019623.4900000001,111,2.95,2024-11-03 10:41:20
STR-000929,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1010872.3500000001,110,2.933333333333333,2024-11-03 10:42:20
STR-000930,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1002349.2999999999,109,2.9166666666666665,2024-11-03 10:43:20
STR-000931,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",993525.85,108,2.8833333333333333,2024-11-03 10:45:20
STR-000932,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",984262.57,107,2.8666666666666667,2024-11-03 10:46:20
STR-000933,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",975150.6399999999,106,2.8333333333333335,2024-11-03 10:48:20
STR-000934,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",965697.97,105,2.783333333333333,2024-11-03 10:51:20
STR-000936,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",948070.15,103,2.75,2024-11-03 10:53:20
STR-000937,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",938961.25,102,2.716666666666667,2024-11-03 10:55:20
STR-000940,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",910718.7799999999,99,2.7,2024-11-03 10:56:20
STR-000941,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",900829.5899999999,98,2.683333333333333,2024-11-03 10:57:20
STR-000942,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",891606.99,97,2.6666666666666665,2024-11-03 10:58:20
STR-000943,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",883002.98,96,2.6166666666666667,2024-11-03 11:01:20
STR-000944,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",873850.53,95,2.6,2024-11-03 11:02:20
STR-000945,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",864570.4500000001,94,2.566666666666667,2024-11-03 11:04:20
STR-000946,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",855705.4700000001,93,2.4833333333333334,2024-11-03 11:09:20
STR-000947,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",845968.04,92,2.4166666666666665,2024-11-03 11:13:20
STR-000948,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",837242.8699999999,91,2.4,2024-11-03 11:14:20
STR-000950,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",818173.54,89,2.3833333333333333,2024-11-03 11:15:20
STR-000952,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",800605.5400000002,87,2.3666666666666667,2024-11-03 11:16:20
STR-000953,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",791985.04,86,2.35,2024-11-03 11:17:20
STR-000954,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",783399.34,85,2.316666666666667,2024-11-03 11:19:20
STR-000955,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",773748.84,84,2.2666666666666666,2024-11-03 11:22:20
STR-000956,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",764204.2899999999,83,2.2333333333333334,2024-11-03 11:24:20
STR-000958,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",745144.8699999999,81,2.2,2024-11-03 11:26:20
STR-000959,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",736202.6299999999,80,2.183333333333333,2024-11-03 11:27:20
STR-000960,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",726721.6900000001,79,2.1666666666666665,2024-11-03 11:28:20
STR-000961,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",717150.4700000001,78,2.1333333333333333,2024-11-03 11:30:20
STR-000962,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",708408.51,77,2.0833333333333335,2024-11-03 11:33:20
STR-000963,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",698572.4500000001,76,2.066666666666667,2024-11-03 11:34:20
STR-000964,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",689790.2999999999,75,1.9833333333333334,2024-11-03 11:39:20
STR-000965,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",680509.4199999999,74,1.95,2024-11-03 11:41:20
STR-000966,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",671185.3300000001,73,1.8666666666666667,2024-11-03 11:46:20
STR-000968,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",653222.5200000001,71,1.8166666666666667,2024-11-03 11:49:20
STR-000969,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",643685.9400000002,70,1.7666666666666666,2024-11-03 11:52:20
STR-000970,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",634451.09,69,1.7166666666666666,2024-11-03 11:55:20
STR-000973,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",606087.15,66,1.7,2024-11-03 11:56:20
STR-000976,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",579042.7600000001,63,1.6666666666666667,2024-11-03 11:58:20
STR-000977,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",570373.01,62,1.6333333333333333,2024-11-03 12:00:20
STR-000978,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",561799.91,61,1.6166666666666667,2024-11-03 12:01:20
STR-000979,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",552450.99,60,1.5833333333333333,2024-11-03 12:03:20
STR-000980,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",542987.8599999999,59,1.5666666666666667,2024-11-03 12:04:20
STR-000981,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",533816.67,58,1.5333333333333334,2024-11-03 12:06:20
STR-000982,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",525128.36,57,1.5166666666666666,2024-11-03 12:07:20
STR-000983,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",515405.05,56,1.5,2024-11-03 12:08:20
STR-000984,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",506036.63999999996,55,1.4333333333333333,2024-11-03 12:12:20
STR-000985,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",496742.69999999995,54,1.4,2024-11-03 12:14:20
STR-000986,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",487558.20999999996,53,1.3833333333333333,2024-11-03 12:15:20
STR-000988,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",469631.28,51,1.3666666666666667,2024-11-03 12:16:20
STR-000989,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",460501.05,50,1.35,2024-11-03 12:17:20
STR-000990,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",451578.8599999999,49,1.3333333333333333,2024-11-03 12:18:20
STR-000991,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",442060.51,48,1.2666666666666666,2024-11-03 12:22:20
STR-000992,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",432271.63999999996,47,1.25,2024-11-03 12:23:20
STR-000994,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",413701.25999999995,45,1.1666666666666667,2024-11-03 12:28:20
STR-000995,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",404428.39,44,1.15,2024-11-03 12:29:20
STR-000996,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",395520.93,43,1.1333333333333333,2024-11-03 12:30:20
STR-000997,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",386096.72000000003,42,1.1166666666666667,2024-11-03 12:31:20
STR-001001,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",350144.63999999996,38,1.1,2024-11-03 12:32:20
STR-001002,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",340761.81999999995,37,1.0833333333333333,2024-11-03 12:33:20
STR-001004,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",322814.08999999997,35,1.0,2024-11-03 12:38:20
STR-001005,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",314261.41,34,0.9833333333333333,2024-11-03 12:39:20
STR-001006,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",304778.02999999997,33,0.9666666666666667,2024-11-03 12:40:20
STR-001008,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",286362.16000000003,31,0.95,2024-11-03 12:41:20
STR-001009,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",276915.17999999993,30,0.9333333333333333,2024-11-03 12:42:20
STR-001010,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",267102.66,29,0.85,2024-11-03 12:47:20
STR-001011,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",257538.84999999998,28,0.8333333333333334,2024-11-03 12:48:20
STR-001012,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",247850.10999999996,27,0.7666666666666667,2024-11-03 12:52:20
STR-001013,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",238285.33,26,0.7333333333333333,2024-11-03 12:54:20
STR-001014,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",228518.66,25,0.7166666666666667,2024-11-03 12:55:20
STR-001015,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",218877.79,24,0.6666666666666666,2024-11-03 12:58:20
STR-001018,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",191634.88,21,0.6333333333333333,2024-11-03 13:00:20
STR-001020,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",173215.97,19,0.5833333333333334,2024-11-03 13:03:20
STR-001021,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",164155.52,18,0.5666666666666667,2024-11-03 13:04:20
STR-001022,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",154952.95,17,0.5333333333333333,2024-11-03 13:06:20
STR-001023,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",145503.94,16,0.5166666666666667,2024-11-03 13:07:20
STR-001024,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",136005.94,15,0.5,2024-11-03 13:08:20
STR-001025,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",126694.69,14,0.48333333333333334,2024-11-03 13:09:20
STR-001027,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",109089.76000000001,12,0.4166666666666667,2024-11-03 13:13:20
STR-001028,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",99862.48000000001,11,0.21666666666666667,2024-11-03 13:25:20
STR-001029,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",91318.35,10,0.18333333333333332,2024-11-03 13:27:20
STR-001030,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",82035.7,9,0.16666666666666666,2024-11-03 13:28:20
STR-001031,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",73111.64000000001,8,0.11666666666666667,2024-11-03 13:31:20
STR-001032,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",63321.270000000004,7,0.1,2024-11-03 13:32:20
STR-001033,STR549186,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",54466.46000000001,6,0.08333333333333333,2024-11-03 13:33:20
STR-001037,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1376317.9,150,3.9833333333333334,2024-12-01 10:35:19
STR-001038,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1366565.41,149,3.8833333333333333,2024-12-01 10:41:19
STR-001040,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1347216.42,147,3.85,2024-12-01 10:43:19
STR-001043,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1320129.95,144,3.7666666666666666,2024-12-01 10:48:19
STR-001044,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1311608.8599999999,143,3.75,2024-12-01 10:49:19
STR-001045,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1301897.5699999998,142,3.7333333333333334,2024-12-01 10:50:19
STR-001046,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1292199.37,141,3.7,2024-12-01 10:52:19
STR-001048,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1274062.5899999999,139,3.683333333333333,2024-12-01 10:53:19
STR-001050,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1255967.12,137,3.6666666666666665,2024-12-01 10:54:19
STR-001051,STR658623,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1246416.65,136,3.6333333333333333,2024-12-01 10:56:19
