account_id,customer_type,customer_age,account_age_days,risk_category,region,business_type,avg_monthly_transactions,avg_transaction_amount
NRM171849,normal,66,3456,low,Europe,Restaurant,18,3644.6833515002027
NRM723939,normal,58,700,low,North America,Retail,28,3057.0895663226283
NRM171262,normal,55,958,low,Asia Pacific,Individual,23,2541.4528430909227
NRM808011,normal,67,2623,low,North America,Individual,10,1128.225774796406
NRM346629,normal,57,2431,low,Europe,Individual,27,3703.977471788934
NRM523389,normal,54,1534,low,Europe,Individual,19,4991.9028058254535
NRM225710,normal,66,525,low,Europe,Retail,20,973.4370878327437
NRM697347,normal,36,2098,low,Africa,Retail,11,2902.174129013214
NRM358175,normal,37,1201,low,North America,Individual,22,909.9411437538553
NRM707040,normal,64,2250,low,Latin America,Individual,21,4655.122922090853
NRM723398,normal,72,3169,low,North America,Restaurant,23,1946.8794072082226
NRM141672,normal,58,2368,low,Latin America,Individual,9,3559.4931375537203
NRM749468,normal,47,1002,low,Asia Pacific,Individual,5,3923.0440108075013
NRM185965,normal,57,2226,low,North America,Individual,16,763.2350031606591
NRM539589,normal,52,1984,low,Asia Pacific,Consulting,28,379.5681336411462
NRM789305,normal,51,1730,low,North America,Individual,18,1322.77637926258
NRM712024,normal,37,3618,low,Europe,Restaurant,10,420.29417206548766
NRM692683,normal,66,1616,low,North America,Individual,15,782.3023184762163
NRM648177,normal,25,1054,low,Europe,Individual,19,206.93464419989857
NRM431737,normal,32,1536,low,North America,Restaurant,25,356.06360850151646
NRM373432,normal,65,1260,low,Asia Pacific,Individual,25,1356.9973059768142
NRM314181,normal,24,2118,low,North America,Individual,23,4862.826115194532
NRM802258,normal,33,2857,low,North America,Individual,8,2148.150675965373
NRM850981,normal,28,962,low,Europe,Individual,6,2079.4915940000865
NRM429445,normal,64,2069,low,Asia Pacific,Individual,6,500.45419415921344
NRM350280,normal,27,3022,low,Europe,Individual,6,3354.520781076545
NRM378517,normal,23,3254,low,Europe,Individual,11,2772.6161600938367
NRM515011,normal,45,1682,low,Latin America,Individual,23,3952.763176981762
NRM237235,normal,53,2803,low,Latin America,Individual,8,3808.0823778743115
NRM804318,normal,43,2043,low,North America,Restaurant,26,891.9370753007701
NRM776856,normal,35,3413,low,Europe,Retail,21,233.12036400524312
NRM414569,normal,46,2148,low,Europe,Consulting,5,2014.5689915067048
NRM579434,normal,56,1138,low,Europe,Individual,22,557.6990626789484
NRM431535,normal,26,671,low,North America,Individual,12,1506.9759946144202
NRM888387,normal,49,1685,low,Europe,Retail,27,3249.1058225948755
NRM176066,normal,36,2332,low,Latin America,Individual,24,2833.3189404530867
NRM109767,normal,23,3187,low,Asia Pacific,Individual,22,927.385612720662
NRM580547,normal,59,3341,low,Europe,Individual,12,4480.549579038565
NRM751332,normal,69,977,low,Europe,Retail,26,4298.682286767961
NRM690341,normal,30,1912,low,Asia Pacific,Individual,5,2147.0287984479883
NRM204837,normal,74,1034,low,Asia Pacific,Individual,10,4900.934043487157
NRM176819,normal,48,1925,low,North America,Individual,24,4462.26445978723
NRM663750,normal,26,591,low,North America,Restaurant,24,4599.219198151599
NRM323508,normal,27,2623,low,Asia Pacific,Consulting,6,4126.020798781311
NRM630458,normal,65,2869,low,Europe,Individual,7,4411.127378363307
NRM378082,normal,51,1350,low,North America,Individual,5,1275.3831525041292
NRM238890,normal,73,2958,low,North America,Individual,15,3290.623165920203
NRM465962,normal,69,1260,low,Europe,Restaurant,15,4234.312899392949
NRM172132,normal,48,1295,low,North America,Retail,6,1693.009675615325
NRM356150,normal,61,2660,low,North America,Individual,13,3310.883807489125
NRM487477,normal,22,1332,low,North America,Individual,7,3501.337810198172
NRM398830,normal,46,2203,low,North America,Individual,7,3839.460927168558
NRM265409,normal,74,2384,low,Latin America,Retail,7,389.56006138344105
NRM559469,normal,36,2622,low,Asia Pacific,Restaurant,27,928.4972447443633
NRM974244,normal,55,3300,low,Europe,Individual,25,2778.5762789201635
NRM669605,normal,56,2047,low,Africa,Individual,24,188.20043583155342
NRM837715,normal,61,3268,low,North America,Consulting,26,4305.874216315692
NRM417212,normal,40,3359,low,Latin America,Retail,24,4910.813596977076
NRM741390,normal,35,3499,low,Europe,Retail,29,1479.4538722331567
NRM946305,normal,68,3424,low,North America,Retail,8,573.01890395766
NRM785743,normal,51,629,low,North America,Individual,29,4140.2205596264575
NRM654634,normal,74,2127,low,North America,Retail,13,335.8998962939319
NRM108203,normal,25,1352,low,Latin America,Retail,18,1767.988632412867
NRM800305,normal,37,2889,low,Latin America,Individual,16,2955.753491909099
NRM956795,normal,67,1950,low,Europe,Retail,20,4173.730220489979
NRM681542,normal,24,3425,low,North America,Consulting,8,4355.902380969415
NRM413921,normal,55,1092,low,Africa,Individual,27,2209.094310572852
NRM795613,normal,33,2850,low,Europe,Retail,13,1769.9969289702483
NRM208618,normal,73,3017,low,North America,Consulting,10,2999.316095300995
NRM240814,normal,50,543,low,North America,Individual,8,1984.1055054595815
NRM377312,normal,66,943,low,Asia Pacific,Consulting,6,2417.1959507734337
NRM221035,normal,62,2157,low,North America,Individual,26,1346.5187461250503
NRM212235,normal,38,2985,low,Europe,Individual,12,1270.3976359694454
NRM878480,normal,63,805,low,North America,Individual,12,2401.7444386543502
NRM680097,normal,69,3161,low,Europe,Individual,10,4285.266388487471
NRM262998,normal,70,1578,low,Latin America,Restaurant,5,1760.4171817598829
NRM385577,normal,42,2333,low,North America,Individual,26,4665.5932252208
NRM395442,normal,30,1732,low,North America,Retail,28,2704.837376561711
NRM734210,normal,60,547,low,Latin America,Individual,15,319.7824833154864
NRM320861,normal,32,1721,low,Middle East,Individual,12,2166.9580748402736
NRM852470,normal,33,948,low,Middle East,Retail,16,3405.578479289459
NRM459536,normal,54,3014,low,Africa,Restaurant,12,4328.1144642708205
NRM313487,normal,67,1731,low,Asia Pacific,Restaurant,21,3058.597719452
NRM820892,normal,39,2046,low,North America,Individual,8,1908.3598066284912
NRM765046,normal,40,2139,low,Europe,Retail,5,2080.774675256625
NRM994343,normal,72,3067,low,Asia Pacific,Individual,13,3267.605441610574
NRM376807,normal,72,2231,low,Europe,Individual,23,4575.10604312356
NRM629959,normal,60,1928,low,North America,Retail,25,4522.021205700625
NRM612262,normal,59,751,low,Europe,Individual,21,3504.9236310122
NRM363319,normal,33,2831,low,Europe,Individual,19,314.3214543138421
NRM987204,normal,42,938,low,Europe,Individual,27,4101.943692536868
NRM153266,normal,59,2184,low,Europe,Restaurant,8,3397.5364497327187
NRM196781,normal,30,2386,low,Asia Pacific,Individual,6,1982.7741386731686
NRM765095,normal,24,1544,low,Europe,Retail,27,1662.4474097735804
NRM544151,normal,69,3084,low,Europe,Retail,8,2025.5737041919272
NRM969634,normal,45,1043,low,Europe,Individual,11,798.7113060013528
NRM390120,normal,22,3629,low,Middle East,Individual,14,3264.529692803773
NRM146228,normal,49,1807,low,North America,Individual,15,1624.9657258106286
NRM103717,normal,59,940,low,Asia Pacific,Individual,24,2943.085442046644
NRM449759,normal,59,1197,low,North America,Individual,22,2479.3895283310494
NRM908577,normal,45,807,low,Europe,Individual,18,251.6833755047833
NRM237174,normal,48,1622,low,Europe,Individual,19,2490.4708662427915
NRM768061,normal,63,2897,low,Latin America,Individual,9,2422.631499567464
NRM374680,normal,27,2096,low,Africa,Individual,17,3073.698973726957
NRM269430,normal,73,2301,low,Europe,Individual,8,4902.534062827458
NRM877236,normal,62,2717,low,Europe,Individual,25,4184.884813494169
NRM563298,normal,72,3311,low,North America,Individual,23,968.137533832141
NRM678478,normal,42,3354,low,Asia Pacific,Individual,15,2832.7732486252153
NRM839945,normal,72,1992,low,Europe,Consulting,17,3168.5481749632127
NRM548462,normal,32,1360,low,Europe,Consulting,22,3154.6891949812566
NRM688153,normal,45,3174,low,Europe,Retail,12,293.35171116540664
NRM110139,normal,38,3025,low,Europe,Individual,25,3035.6908666975933
NRM217308,normal,66,3576,low,North America,Retail,11,711.6219884375566
NRM178898,normal,38,1572,low,North America,Restaurant,16,4851.077861555667
NRM824586,normal,72,2559,low,Europe,Individual,24,4331.382860321271
NRM256294,normal,57,3538,low,Europe,Individual,27,1994.0484834328365
NRM672092,normal,32,1068,low,Europe,Individual,23,4482.817528438738
NRM137778,normal,48,446,low,Europe,Retail,19,2910.291862132309
NRM975136,normal,66,527,low,North America,Individual,24,115.52245804543851
NRM487151,normal,38,1245,low,North America,Individual,10,1354.633069014276
NRM710805,normal,26,1401,low,Africa,Individual,27,193.66886270584376
NRM679364,normal,53,386,low,Asia Pacific,Retail,26,2683.408286115021
NRM255287,normal,42,2364,low,Latin America,Individual,7,1132.4543229492956
NRM550664,normal,51,3599,low,Africa,Retail,21,540.0795559855926
NRM233636,normal,51,3059,low,North America,Individual,9,3728.333046572244
NRM143860,normal,58,505,low,Asia Pacific,Retail,13,3853.9680706983722
NRM423232,normal,57,911,low,Asia Pacific,Individual,13,3643.4324836766846
NRM482364,normal,35,778,low,North America,Individual,12,643.8906840774426
NRM934794,normal,34,2380,low,North America,Consulting,10,1567.8718219739822
NRM141832,normal,61,2045,low,Europe,Retail,20,2443.473432556595
NRM475190,normal,23,814,low,Asia Pacific,Retail,6,1476.9220446526965
NRM320281,normal,29,1603,low,Middle East,Individual,26,1675.3289361146217
NRM815198,normal,74,2733,low,Europe,Individual,17,3057.1161706125554
NRM361650,normal,74,1669,low,North America,Restaurant,27,4347.97399492423
NRM799330,normal,31,3446,low,Latin America,Individual,24,3444.8243839946717
NRM207786,normal,35,3614,low,Asia Pacific,Restaurant,28,1520.8535828236843
NRM470858,normal,51,3115,low,North America,Consulting,12,1429.9059641889005
NRM918011,normal,52,1214,low,Latin America,Retail,13,3768.36164721838
NRM687080,normal,36,1829,low,North America,Individual,22,1453.2308333224073
NRM526117,normal,59,2621,low,North America,Restaurant,13,1767.8166568982372
NRM750810,normal,65,1253,low,North America,Consulting,29,1865.1462021220966
NRM885884,normal,40,501,low,Latin America,Individual,8,4545.279125647049
NRM262060,normal,72,2553,low,Europe,Individual,28,4823.98424080153
NRM348237,normal,58,2813,low,Asia Pacific,Individual,5,4657.837730648281
NRM270395,normal,46,3044,low,Asia Pacific,Individual,25,3593.9256481081616
NRM938742,normal,34,1489,low,Africa,Retail,21,3412.9303339306143
NRM950155,normal,46,1994,low,North America,Individual,23,3256.331185231988
NRM285652,normal,63,1277,low,Europe,Consulting,13,2432.241881957114
NRM532322,normal,69,2046,low,Asia Pacific,Retail,13,356.5395989186148
NRM125990,normal,62,1401,low,Europe,Restaurant,6,1138.7708680234246
NRM288073,normal,30,3602,low,Europe,Restaurant,5,4001.578918257986
NRM872343,normal,44,1561,low,North America,Individual,12,3293.034826338655
NRM448321,normal,39,3439,low,North America,Retail,25,3442.7500150703913
NRM920391,normal,22,720,low,North America,Individual,17,384.65056519371393
NRM531712,normal,31,2977,low,North America,Restaurant,18,1285.255529415315
NRM941204,normal,59,2180,low,Latin America,Retail,18,2126.8491071013127
NRM802448,normal,46,751,low,Europe,Individual,26,1406.7084636436903
NRM870763,normal,50,535,low,Latin America,Individual,10,3835.3142569074994
NRM950132,normal,49,3196,low,Asia Pacific,Individual,16,715.1960523370016
NRM360222,normal,74,2070,low,Asia Pacific,Restaurant,6,990.5220344763686
NRM379766,normal,28,2124,low,North America,Retail,11,1805.6684065246116
NRM266931,normal,33,1916,low,Europe,Retail,17,4873.55277470015
NRM925622,normal,68,671,low,North America,Restaurant,5,3070.118168174051
NRM835343,normal,29,3481,low,Europe,Individual,7,3579.6636158105225
NRM213346,normal,50,3022,low,Asia Pacific,Individual,27,3391.047179575546
NRM501124,normal,25,1990,low,Africa,Individual,28,4957.506717664681
NRM140605,normal,71,3579,low,Europe,Retail,21,1204.3682132331526
NRM593554,normal,65,3635,low,North America,Retail,14,1644.220491749511
NRM333238,normal,40,2679,low,Africa,Individual,8,2002.0119600222781
NRM309267,normal,49,2359,low,North America,Individual,24,1752.966690983415
NRM956253,normal,68,523,low,Asia Pacific,Individual,21,4659.973343748032
NRM582662,normal,41,2208,low,North America,Individual,5,4793.877193178175
NRM466643,normal,48,2427,low,Europe,Consulting,18,473.5721680704659
NRM420015,normal,59,3010,low,Asia Pacific,Individual,18,2220.7984108263995
NRM960394,normal,51,2415,low,North America,Individual,16,4498.605896121988
NRM933980,normal,65,3597,low,North America,Consulting,22,4283.546116352868
NRM338651,normal,49,1970,low,North America,Retail,20,2092.702942993057
NRM333752,normal,47,2858,low,Europe,Individual,29,4604.998282406096
NRM124813,normal,44,2723,low,North America,Individual,10,1031.5274839402655
NRM792094,normal,72,1161,low,Middle East,Consulting,15,2036.509038918854
NRM302511,normal,37,2862,low,Africa,Individual,14,2436.810521693053
NRM517821,normal,53,2384,low,North America,Retail,11,3928.6093190105908
NRM444207,normal,41,3166,low,Asia Pacific,Individual,13,4193.498371126417
NRM392136,normal,57,2001,low,Europe,Individual,15,325.67799753078623
NRM172792,normal,63,2152,low,North America,Individual,20,567.4564588347321
NRM910891,normal,58,3591,low,North America,Individual,17,102.16962904231863
NRM392683,normal,57,1826,low,Europe,Consulting,23,2523.9084289972884
NRM468203,normal,46,3017,low,Europe,Retail,24,3795.8983694004114
NRM772642,normal,56,3130,low,Asia Pacific,Consulting,24,2911.8221451121153
NRM634150,normal,39,2736,low,Latin America,Consulting,17,4874.423969528362
NRM519093,normal,44,1654,low,Latin America,Retail,9,276.4922096279893
NRM812526,normal,38,2766,low,Asia Pacific,Individual,8,2949.949235647048
NRM984642,normal,32,3236,low,Europe,Individual,23,1484.2307232669762
NRM662262,normal,28,2403,low,Middle East,Restaurant,25,3839.230981646411
NRM447235,normal,44,1238,low,Latin America,Individual,17,2996.5384859667306
NRM128941,normal,62,1756,low,North America,Restaurant,18,448.67559734982075
NRM220944,normal,25,2278,low,Middle East,Individual,7,565.7599231101947
NRM373903,normal,48,404,low,North America,Retail,28,1827.752769051405
NRM287241,normal,25,654,low,Latin America,Individual,28,1521.1430488796389
NRM708792,normal,66,945,low,Europe,Individual,13,100.05701030129408
NRM378361,normal,27,1745,low,Asia Pacific,Individual,11,1590.5737262177763
NRM140115,normal,41,1903,low,Latin America,Individual,8,4837.542949016498
NRM213668,normal,59,1899,low,Asia Pacific,Individual,17,2170.8830653666846
NRM725550,normal,71,3114,low,Latin America,Individual,23,989.9084420073531
NRM555673,normal,69,3483,low,Latin America,Consulting,28,3836.16613393021
NRM462479,normal,42,2356,low,Asia Pacific,Individual,14,3575.6720595157867
NRM863934,normal,55,3179,low,Europe,Individual,14,2461.1506484456213
NRM924629,normal,38,1948,low,North America,Retail,25,2844.449317472638
NRM428914,normal,70,2221,low,Asia Pacific,Individual,21,4671.331826591393
NRM557592,normal,45,3630,low,Asia Pacific,Retail,10,4612.873153373222
NRM735656,normal,44,1766,low,Asia Pacific,Restaurant,21,251.203731109555
NRM636265,normal,62,2889,low,North America,Individual,24,4894.774795106789
NRM221263,normal,24,925,low,Asia Pacific,Individual,27,2791.6178802525096
NRM503906,normal,38,3375,low,Europe,Individual,8,1983.3396887682609
NRM704596,normal,40,407,low,Latin America,Individual,5,4854.25983765768
NRM299312,normal,25,3140,low,Asia Pacific,Restaurant,29,2718.0237042790113
NRM367095,normal,61,2751,low,Europe,Individual,20,4326.938308630977
NRM146542,normal,34,2220,low,Asia Pacific,Consulting,20,745.4036400375585
NRM843215,normal,31,3525,low,North America,Individual,27,1651.093359812563
NRM557239,normal,43,1247,low,Europe,Individual,18,3161.883088074295
NRM101773,normal,24,3427,low,Middle East,Individual,20,897.7937434166325
NRM645175,normal,54,477,low,North America,Individual,9,1829.4966669165472
NRM945687,normal,38,3314,low,North America,Retail,18,3066.973356417795
NRM664607,normal,54,1706,low,North America,Individual,26,1729.035170028689
NRM820221,normal,23,2971,low,Europe,Consulting,24,3390.247828469314
NRM854377,normal,36,579,low,North America,Individual,26,3045.4032085592085
NRM877991,normal,41,3465,low,North America,Consulting,13,4903.806830616707
NRM872840,normal,47,1962,low,Europe,Individual,10,2784.1450024782653
NRM803204,normal,49,1706,low,Europe,Individual,24,2171.3703207802682
NRM306606,normal,48,2077,low,Europe,Individual,14,2632.270701727975
NRM481913,normal,56,572,low,Asia Pacific,Individual,10,4845.832925329471
NRM552248,normal,64,583,low,North America,Consulting,13,551.1282318041297
NRM173372,normal,65,767,low,Asia Pacific,Retail,25,174.04235265092768
NRM796503,normal,24,1522,low,North America,Retail,5,3393.074589886042
NRM446239,normal,27,1109,low,Europe,Individual,6,4343.868604697288
NRM753425,normal,22,3007,low,North America,Individual,19,1144.11654255556
NRM429164,normal,72,924,low,North America,Retail,8,3535.584012645621
NRM795612,normal,46,2393,low,Europe,Individual,8,4687.708983124774
NRM989208,normal,30,3600,low,Middle East,Individual,13,4215.027872655691
NRM230679,normal,63,3340,low,Asia Pacific,Consulting,21,2540.397925978658
NRM854717,normal,48,2466,low,North America,Restaurant,25,4581.288452857939
NRM414910,normal,49,731,low,North America,Individual,13,2248.0864021507305
NRM631756,normal,40,1636,low,North America,Individual,13,1285.9081919062983
NRM424308,normal,41,1881,low,North America,Individual,27,345.0910264234499
NRM799287,normal,73,1435,low,North America,Individual,18,1426.9510073811657
NRM528231,normal,69,1166,low,North America,Individual,7,1155.1874687745078
NRM442027,normal,54,695,low,Europe,Individual,27,4208.609985830822
NRM521947,normal,59,3051,low,Latin America,Consulting,17,3955.170566449924
NRM831076,normal,24,2358,low,Europe,Individual,18,1528.3291305262421
NRM410016,normal,67,854,low,Europe,Individual,15,2737.826521952996
NRM681343,normal,70,3208,low,Middle East,Restaurant,22,3958.196431086431
NRM233470,normal,42,3182,low,Asia Pacific,Individual,10,2195.246535146353
NRM301158,normal,57,2007,low,Middle East,Individual,6,2550.3925795307546
NRM540869,normal,32,3621,low,North America,Individual,11,375.26277900245117
NRM797229,normal,45,3400,low,North America,Retail,18,156.31311916076504
NRM497562,normal,22,2002,low,North America,Individual,9,3953.9596737151505
NRM810219,normal,49,2433,low,Asia Pacific,Retail,19,3457.158118384972
NRM884475,normal,56,1328,low,North America,Individual,28,2811.5629205421633
NRM282480,normal,46,641,low,Asia Pacific,Individual,28,3967.5349567664593
NRM745414,normal,67,2956,low,Latin America,Retail,18,1836.6822490859688
NRM696750,normal,63,678,low,Middle East,Restaurant,25,4527.4363728193985
NRM415568,normal,27,3423,low,Latin America,Individual,13,4308.202178723958
NRM525800,normal,63,451,low,Latin America,Restaurant,7,2131.128717602282
NRM674553,normal,43,2869,low,North America,Retail,17,3637.4532148268295
NRM974224,normal,73,859,low,Europe,Individual,27,109.7614625734443
NRM100425,normal,23,849,low,Asia Pacific,Individual,26,2752.7110897706166
NRM418635,normal,51,1085,low,Europe,Retail,23,1283.5305243382406
NRM400850,normal,31,2395,low,North America,Individual,13,1138.2822191565344
NRM320392,normal,32,2618,low,North America,Individual,23,1744.8017818913922
NRM550770,normal,49,2052,low,Asia Pacific,Individual,19,3793.9388618009325
NRM923927,normal,54,383,low,Asia Pacific,Individual,14,941.3001477567029
NRM708158,normal,71,1742,low,Europe,Restaurant,6,208.49322981588432
NRM736130,normal,68,569,low,Asia Pacific,Individual,11,799.9256275902261
NRM786508,normal,47,2429,low,North America,Individual,21,3426.5988528814187
NRM437902,normal,70,1491,low,Europe,Individual,21,4300.813621568121
NRM587575,normal,24,3643,low,Latin America,Individual,20,148.89600562640192
NRM563246,normal,49,1461,low,Europe,Restaurant,29,4383.436342569427
NRM563638,normal,62,2911,low,North America,Individual,11,2311.3411538433493
NRM808446,normal,40,1023,low,Latin America,Restaurant,7,165.5016479710386
NRM324082,normal,67,906,low,Asia Pacific,Individual,20,1118.9861605180108
NRM636004,normal,29,2946,low,Europe,Individual,12,4843.522479048719
NRM596171,normal,49,2528,low,Asia Pacific,Individual,6,2615.5042301020862
NRM932291,normal,36,896,low,Africa,Individual,7,1178.5454969332905
NRM934692,normal,35,2220,low,Asia Pacific,Retail,8,2374.768746722202
NRM871711,normal,73,3255,low,Asia Pacific,Retail,15,4173.701760487653
NRM277934,normal,70,3317,low,North America,Restaurant,28,2787.2538986684567
NRM790855,normal,46,2320,low,Asia Pacific,Individual,9,2653.2586334911007
NRM188914,normal,60,1868,low,Europe,Individual,9,1115.4872688675036
NRM397571,normal,65,2983,low,North America,Individual,10,3774.891212415147
NRM640490,normal,38,3139,low,Asia Pacific,Individual,8,4277.66627919788
NRM796101,normal,74,1858,low,Asia Pacific,Individual,17,3592.6106134624715
NRM763686,normal,37,980,low,North America,Individual,6,2181.769130053626
NRM749342,normal,33,1014,low,Europe,Individual,21,2964.8736418125413
NRM451470,normal,71,2808,low,Europe,Individual,21,1432.5355931503989
NRM197923,normal,59,2917,low,North America,Consulting,5,2690.7496535823348
NRM958179,normal,53,520,low,Europe,Individual,8,4136.460239415703
NRM887625,normal,31,3411,low,Asia Pacific,Restaurant,27,4918.19771841049
NRM346277,normal,45,1728,low,Asia Pacific,Retail,5,2218.4965093764017
NRM805477,normal,22,2987,low,North America,Individual,7,4139.2017702084195
NRM425498,normal,67,1054,low,Asia Pacific,Individual,18,4451.779125776776
NRM335552,normal,61,819,low,Africa,Restaurant,6,3765.2232082198766
NRM945742,normal,54,1570,low,Asia Pacific,Consulting,24,4525.1592665950375
NRM308802,normal,52,1479,low,Latin America,Restaurant,17,2382.546190793311
NRM254511,normal,52,2665,low,North America,Consulting,15,1866.091452993282
NRM125611,normal,72,1314,low,Europe,Individual,20,1629.7622042662579
HRK148458,high_risk,46,345,high,Africa,Casino,68,39303.6181025432
HRK356736,high_risk,56,1898,high,Africa,Cryptocurrency,77,30352.790782068805
HRK598216,high_risk,40,888,high,Middle East,Jewelry,29,22576.7123411802
HRK740967,high_risk,28,1776,high,Middle East,Cryptocurrency,62,35425.642891473064
HRK991014,high_risk,49,1479,high,Africa,Cryptocurrency,74,32833.717642318356
HRK905819,high_risk,29,1766,high,Middle East,Import/Export,69,34227.90183683513
HRK176365,high_risk,44,1881,high,Middle East,Cryptocurrency,51,25464.39541486975
HRK577538,high_risk,42,1358,high,Africa,Casino,94,12531.066450655144
HRK534572,high_risk,29,1546,high,Middle East,Cryptocurrency,73,17387.969605333707
HRK760356,high_risk,43,1012,high,Africa,Import/Export,84,13071.020463015844
HRK703634,high_risk,36,585,high,Latin America,Casino,66,25380.998162042484
HRK303880,high_risk,38,1637,high,Latin America,Money Service Business,78,36483.78063299548
HRK853240,high_risk,36,1499,high,Latin America,Import/Export,57,29117.07854834532
HRK830180,high_risk,50,1297,high,Middle East,Jewelry,85,30767.325479691008
HRK502630,high_risk,62,1641,high,Latin America,Cryptocurrency,91,9270.87985703058
HRK618392,high_risk,46,839,high,Middle East,Casino,49,46205.25045177424
HRK519066,high_risk,44,807,high,Africa,Cryptocurrency,26,27570.906496307678
HRK355836,high_risk,51,1384,high,Africa,Money Service Business,54,14024.884003036992
HRK254739,high_risk,61,1437,high,Middle East,Money Service Business,27,47334.79848602755
HRK787926,high_risk,54,545,high,Africa,Jewelry,31,41763.82582723265
HRK821024,high_risk,54,1104,high,Africa,Cryptocurrency,69,23729.81264804072
HRK105814,high_risk,58,942,high,Latin America,Casino,51,12537.099009234847
HRK887443,high_risk,61,1287,high,Africa,Jewelry,59,10149.418337556135
HRK907451,high_risk,47,539,high,Africa,Jewelry,75,10835.55402009059
HRK211764,high_risk,63,1743,high,Middle East,Import/Export,32,7815.417899875321
HRK916232,high_risk,61,1997,high,Latin America,Import/Export,83,8441.597997469089
HRK545798,high_risk,48,1579,high,Africa,Casino,50,18608.87800753414
HRK329471,high_risk,52,1505,high,Latin America,Jewelry,83,31131.458804942824
HRK284430,high_risk,64,1331,high,Latin America,Cryptocurrency,63,17313.818803734724
HRK943170,high_risk,47,1348,high,Middle East,Casino,76,37183.39046511086
HRK829716,high_risk,58,956,high,Latin America,Jewelry,67,29625.68841892894
HRK643118,high_risk,36,1115,high,Middle East,Casino,34,7023.264871619801
HRK587115,high_risk,63,1728,high,Middle East,Money Service Business,59,21716.026818096954
HRK152657,high_risk,51,1160,high,Latin America,Jewelry,99,34522.47598890668
HRK684482,high_risk,36,1631,high,Latin America,Cryptocurrency,79,21263.17005802339
HRK361303,high_risk,59,227,high,Latin America,Import/Export,78,39310.11314036908
HRK989545,high_risk,64,1056,high,Middle East,Money Service Business,25,30547.729306897458
HRK227253,high_risk,50,449,high,Africa,Import/Export,58,46954.52412029949
HRK578634,high_risk,37,1875,high,Africa,Import/Export,72,17538.937840176637
HRK239816,high_risk,52,1846,high,Middle East,Casino,99,17856.840544740066
HRK940346,high_risk,62,891,high,Africa,Money Service Business,25,21854.670952081156
HRK587213,high_risk,59,1085,high,Africa,Cryptocurrency,95,30055.320991768458
HRK800005,high_risk,55,528,high,Africa,Jewelry,81,49483.4741597951
HRK656932,high_risk,55,945,high,Middle East,Casino,41,38825.427741031366
HRK686075,high_risk,44,679,high,Middle East,Money Service Business,73,16941.655022088897
HRK724377,high_risk,25,1090,high,Middle East,Money Service Business,43,26875.871834671583
HRK432711,high_risk,51,288,high,Africa,Cryptocurrency,78,31547.654726081393
HRK891937,high_risk,61,1700,high,Middle East,Jewelry,35,32686.41439770863
HRK564071,high_risk,42,1714,high,Middle East,Jewelry,32,35347.984331629166
HRK742412,high_risk,54,840,high,Africa,Money Service Business,59,15203.353298312506
HRK954596,high_risk,39,1404,high,Latin America,Import/Export,72,7260.935442034196
HRK854213,high_risk,54,596,high,Middle East,Import/Export,28,42763.11777411344
HRK629298,high_risk,25,1247,high,Africa,Cryptocurrency,99,15686.535053851587
HRK547470,high_risk,39,319,high,Middle East,Jewelry,97,46173.46392850859
HRK970914,high_risk,32,251,high,Africa,Import/Export,84,32484.68288082674
HRK674485,high_risk,35,794,high,Africa,Money Service Business,51,30040.529262145537
HRK567574,high_risk,45,603,high,Africa,Casino,56,38724.17026913639
HRK266889,high_risk,32,1436,high,Middle East,Cryptocurrency,30,18163.23914643134
HRK879779,high_risk,45,1318,high,Latin America,Cryptocurrency,47,31878.15891590612
HRK597732,high_risk,30,1350,high,Latin America,Import/Export,85,32882.716712521506
HRK571932,high_risk,61,1574,high,Latin America,Casino,68,17672.721894753427
HRK371782,high_risk,37,487,high,Latin America,Money Service Business,79,49554.89807390896
HRK888295,high_risk,59,1953,high,Africa,Import/Export,20,9004.5371685356
HRK359249,high_risk,64,788,high,Africa,Import/Export,91,47254.83899386899
HRK980660,high_risk,28,1695,high,Africa,Money Service Business,35,36955.96882540418
HRK768636,high_risk,55,651,high,Africa,Jewelry,44,46095.47061896553
HRK390782,high_risk,27,1453,high,Latin America,Casino,92,38802.97116293192
HRK903013,high_risk,64,1213,high,Africa,Cryptocurrency,43,41783.35312877492
HRK915451,high_risk,51,643,high,Middle East,Cryptocurrency,95,43923.31723018409
HRK646622,high_risk,50,1890,high,Latin America,Casino,31,45912.88688241136
HRK608136,high_risk,47,1891,high,Africa,Money Service Business,85,13308.460580631614
HRK757193,high_risk,45,1164,high,Middle East,Import/Export,81,26861.784301068416
HRK350867,high_risk,62,1968,high,Africa,Casino,71,38024.740886114356
HRK387936,high_risk,49,968,high,Middle East,Casino,24,20980.924148921564
HRK561239,high_risk,47,270,high,Latin America,Jewelry,42,36486.04590764188
HRK181247,high_risk,64,1445,high,Latin America,Money Service Business,71,5486.498763583835
HRK848206,high_risk,35,752,high,Middle East,Casino,72,25879.176417509934
HRK399607,high_risk,62,1400,high,Middle East,Cryptocurrency,21,38249.00047098647
HRK345884,high_risk,54,1982,high,Africa,Casino,96,30558.843379223625
HRK384913,high_risk,52,785,high,Middle East,Casino,75,20638.345789118957
HRK452161,high_risk,55,1767,high,Middle East,Import/Export,20,25606.804749531257
HRK435239,high_risk,64,1816,high,Africa,Money Service Business,84,11204.837121020468
HRK666390,high_risk,45,1538,high,Middle East,Cryptocurrency,99,21315.190845159254
