tx_id,timestamp,sender_id,receiver_id,amount,tx_type,country,channel,pattern_type
TXH4BXJL7WGA,2024-03-04 13:48:56,RNG824023,RNG824024,53041.5,wire,Cayman Islands,online,fraud_ring
TXVKDNK1HUH2,2024-03-04 14:04:28,RNG824030,RNG824031,117768.36,ACH,USA,online,fraud_ring
TXSJX7ZCFLWM,2024-03-04 14:42:23,RNG824025,NRM885884,126743.21,wire,USA,online,layering
TX0P180DHC09,2024-03-04 15:04:26,MUL885408,NRM267753,12041.39,wire,Panama,online,mule_out
TXGKAT8XDVE0,2024-03-04 15:30:30,NRM515011,NRM377370,639.58,ACH,France,online,normal
TX7LDNEJOXA8,2024-03-04 15:51:58,NRM376183,HRK668969,1685.47,wire,South Africa,online,normal
TXP5UFP92KU1,2024-03-04 16:14:00,MUL486814,MUL853252,17241.37,e-transfer,UK,online,mule_in
TX6SWE7MCKIF,2024-03-04 16:46:47,RNG824014,RNG824015,38991.66,wire,Canada,online,fraud_ring
TXZPIJ3F7P6W,2024-03-04 17:01:46,RNG824033,RNG824034,107463.85,ACH,UK,online,fraud_ring
TXYTUSKX31LY,2024-03-04 17:09:56,NRM429445,MUL120324,12667.05,e-transfer,Singapore,online,mule_in
TXCK3LOCM295,2024-03-04 18:02:17,NRM654634,NRM945687,2367.92,ACH,Singapore,branch,normal
TXYL1W9JPKPF,2024-03-04 18:07:42,NRM815198,MUL307963,6295.87,e-transfer,Mexico,online,normal
TXEOJW8QVH7G,2024-03-04 18:54:25,MUL890870,HRK233827,7773.29,crypto,Russia,online,mule_out
TXJKHVYQDK9X,2024-03-04 19:17:37,HRK561239,MUL171951,537.04,e-transfer,Germany,online,normal
TXRJ9B5T067P,2024-03-04 19:33:49,RNG824011,RNG824012,18024.99,wire,Canada,online,fraud_ring
TXN3J0QZOKPV,2024-03-04 19:51:40,NRM182627,NRM932291,2340.31,wire,India,mobile,normal
TXX1KC9X23YQ,2024-03-04 20:57:00,NRM233636,MUL691807,13737.09,ACH,USA,online,normal
TXEUOFKE7475,2024-03-04 21:02:41,HRK468845,HRK567574,3023.57,ACH,Germany,mobile,normal
TX26ABCBABTF,2024-03-04 21:40:01,NRM100599,NRM640490,586.19,ACH,USA,online,normal
TX03827TEPNH,2024-03-04 21:40:48,NRM634277,MUL542042,12392.07,wire,Nigeria,online,mule_in
TXX9VTJQSBVY,2024-03-04 21:43:44,MUL720859,MUL275939,18204.71,crypto,Cayman Islands,online,mule_out
TXMTEXZWE0QD,2024-03-04 22:00:40,HRK540552,NRM475190,37.39,e-transfer,Australia,online,normal
TX3TA6KCNOXY,2024-03-04 22:30:51,NRM325772,MUL328552,206.27,wire,Germany,branch,normal
TXLEQQO1VMLL,2024-03-04 22:50:02,NRM939482,NRM392683,207.64,e-transfer,China,mobile,normal
TXTPNJUUUACU,2024-03-04 23:14:00,MUL853252,NRM518801,15494.79,crypto,Panama,online,mule_out
TXODKEF828XG,2024-03-04 23:44:28,NRM577110,NRM884309,2353.09,e-transfer,Germany,branch,normal
TXD2FNC3CII1,2024-03-05 00:02:39,NRM549245,NRM711878,864.91,cash,USA,branch,normal
TX09CLUJY446,2024-03-05 00:09:28,NRM910620,NRM708158,598.52,e-transfer,Germany,third-party,normal
TXHQENGJ9U6V,2024-03-05 00:34:12,HRK578634,NRM301158,222.87,e-transfer,Canada,branch,normal
TX7J0ZVYVZEY,2024-03-05 00:54:43,RNG824013,RNG824014,52335.66,wire,USA,online,fraud_ring
TX1175Z9XZCR,2024-03-05 01:21:26,NRM127824,NRM426858,493.43,wire,South Africa,branch,normal
TXUJLVMY4V4A,2024-03-05 02:20:51,NRM688508,MUL486814,1742.53,cash,Australia,online,normal
TXET4KERZ1V8,2024-03-05 02:40:44,NRM440035,HRK870319,6605.93,wire,Canada,ATM,normal
TXAR13IJIKOX,2024-03-05 02:52:00,NRM676510,NRM950155,724.79,e-transfer,Germany,mobile,normal
TXF2N3UTG1CV,2024-03-05 03:11:57,HRK907189,HRK954596,50.14,check,Germany,online,normal
TXACLCY69JAH,2024-03-05 04:30:30,NRM997546,NRM885884,8735.24,e-transfer,Germany,online,normal
TXWUHBP0FL8J,2024-03-05 04:40:10,NRM688508,NRM772097,188.52,e-transfer,UK,ATM,normal
TX1QAYTTZ9UU,2024-03-05 04:51:12,NRM374680,NRM872840,2146.41,e-transfer,France,ATM,normal
TXGXP5CITUF8,2024-03-05 05:19:52,NRM654816,HRK361303,944.28,check,Canada,branch,normal
TXF8EPTBRVHE,2024-03-05 05:22:27,NRM333238,MUL904150,6837.13,e-transfer,China,online,mule_in
TXBWLTBS03JB,2024-03-05 06:02:29,NRM120422,MUL290556,10565.23,e-transfer,UAE,online,mule_in
TXCEEKHVRAEM,2024-03-05 06:13:47,NRM996865,RNG824033,877.44,e-transfer,Canada,mobile,normal
TXFYYYKGY9H2,2024-03-05 06:36:36,HRK991014,NRM662275,31158.03,wire,Switzerland,online,layering
TXYE7NR4PS57,2024-03-05 06:39:37,NRM277934,NRM823378,10056.76,cash,Japan,mobile,normal
TXJI7I0NJAW7,2024-03-05 06:44:36,NRM658582,NRM660086,2575.75,ACH,Singapore,branch,normal
TXAAJO1F8657,2024-03-05 06:50:22,NRM802258,MUL290556,9276.66,e-transfer,USA,online,mule_in
TXAUIXJOGRBV,2024-03-05 07:31:20,RNG824007,RNG824008,127163.57,ACH,Canada,online,fraud_ring
TXP33GIUNWEL,2024-03-05 07:37:40,NRM417212,NRM892495,1322.39,wire,UK,mobile,normal
TXWNKHVLTAT5,2024-03-05 08:00:56,NRM969693,NRM133326,9829.89,wire,UK,branch,normal
TX3DF9EQQVD0,2024-03-05 08:19:36,NRM246413,MUL154615,3693.06,e-transfer,Brazil,online,mule_in
TXSUFL476CA1,2024-03-05 08:21:04,NRM324082,NRM680828,538.7,ACH,Canada,mobile,normal
TX7NKWX86Y4I,2024-03-05 08:23:27,NRM640490,NRM804318,122.56,ACH,Brazil,mobile,normal
TXIEISHWMMJN,2024-03-05 08:44:08,NRM710805,RNG824049,127.68,e-transfer,India,branch,normal
TXNY4G34FPCK,2024-03-05 08:50:22,MUL290556,NRM944151,8036.13,wire,Nigeria,online,mule_out
TX3OK9SZID5O,2024-03-05 09:36:36,NRM662275,NRM349565,30534.87,wire,Russia,online,layering
TXUCGUW0V0I1,2024-03-05 09:40:43,HRK590094,NRM101773,1599.87,ACH,UK,ATM,normal
TXAH2244JCK2,2024-03-05 09:51:56,NRM207175,RNG824047,143.12,e-transfer,Nigeria,ATM,normal
TX39Y7G0TCPZ,2024-03-05 09:58:35,NRM584714,STR143064,425.17,ACH,UK,online,normal
TXPNC43H6XCF,2024-03-05 10:17:44,NRM101773,HRK567574,1189.24,e-transfer,UAE,mobile,normal
TXGBUPL5ROSZ,2024-03-05 10:50:51,NRM414569,NRM645175,6907.23,ACH,Canada,mobile,normal
TXHEPQBYD778,2024-03-05 11:13:42,NRM577110,NRM422451,178.48,ACH,Mexico,mobile,normal
TX0HCN47IADA,2024-03-05 11:40:48,MUL542042,HRK284430,11428.51,crypto,Nigeria,online,mule_out
TX91YBDYZO00,2024-03-05 12:20:43,RNG824025,RNG824026,63517.75,ACH,USA,online,fraud_ring
TXNRVQRPTPGN,2024-03-05 12:34:27,RNG824048,NRM559381,73088.18,wire,France,online,layering
TXDXBLN6KWMB,2024-03-05 12:55:42,NRM197793,HRK557007,618.7,cash,Russia,online,normal
TXV276K1S38G,2024-03-05 13:37:46,NRM240814,MUL219946,15461.31,wire,UAE,online,mule_in
TX4ZHX8BLBB7,2024-03-05 14:09:56,MUL120324,NRM331148,11850.72,wire,Cayman Islands,online,mule_out
TXPVMSR75RMG,2024-03-05 14:16:29,NRM237235,HRK646622,7126.45,e-transfer,Canada,branch,normal
TXFKZ8VKL7HK,2024-03-05 14:34:27,NRM559381,NRM871711,71626.42,wire,Russia,online,layering
TXDZJYCC0ZWL,2024-03-05 14:36:36,NRM349565,NRM108203,29911.71,wire,Panama,online,layering
TXG79NXVZMJ3,2024-03-05 14:42:58,HRK903013,NRM772097,161856.96,wire,UAE,online,layering
TXT9L6TWR2V3,2024-03-05 14:46:12,NRM961722,NRM449759,4188.61,wire,Panama,mobile,normal
TX2QS3NXPPBD,2024-03-05 15:02:28,NRM207473,NRM203198,213.29,e-transfer,China,online,normal
TXHGFZKN1W46,2024-03-05 15:05:47,RNG824043,RNG824044,53587.55,ACH,UK,online,fraud_ring
TXV4IJTSNHVT,2024-03-05 15:55:50,RNG824010,RNG824011,111929.55,wire,UK,online,fraud_ring
TXJI6SOW4YIF,2024-03-05 16:06:45,NRM518801,MUL242291,1477.29,e-transfer,UK,branch,normal
TXBKB3C5V4EO,2024-03-05 16:53:05,RNG824001,RNG824002,62022.1,wire,Cayman Islands,online,fraud_ring
TXMRSEZYTKW2,2024-03-05 17:58:52,NRM468203,HRK916232,4243.57,e-transfer,UK,mobile,normal
TXVJ7CO69EKI,2024-03-05 18:22:06,NRM375504,RNG824044,28564.57,ACH,USA,third-party,normal
TXV6ZPYTNQDK,2024-03-05 18:42:58,MUL884256,NRM776856,155382.68,wire,UAE,online,layering
TXM33FGC750D,2024-03-05 18:42:58,NRM772097,MUL884256,158619.82,wire,Canada,online,layering
TX95ZOW60ZZ0,2024-03-05 19:07:15,NRM141832,NRM375504,456.05,e-transfer,Mexico,third-party,normal
TX6DS8FL2WBZ,2024-03-05 19:15:59,NRM975136,NRM997546,491.22,wire,Germany,mobile,normal
TX3JNMZITOTB,2024-03-05 20:00:35,NRM201639,MUL121369,370.41,wire,Russia,mobile,normal
TXASL9KXCIIU,2024-03-05 20:23:35,RNG824024,RNG824025,33498.57,wire,UK,online,fraud_ring
TXPDDV003KGY,2024-03-05 20:31:16,NRM945687,HRK686075,421.99,check,UK,mobile,normal
TXXGKVKTUXPA,2024-03-05 20:34:27,NRM871711,NRM262998,70164.65,wire,Canada,online,layering
TXNJSC2E8GQO,2024-03-05 20:42:58,NRM776856,NRM716886,152145.54,wire,South Africa,online,layering
TXYWNYJ9QW2A,2024-03-05 20:44:57,HRK732556,NRM391369,1602.14,e-transfer,France,online,normal
TXPGX5CCCWVF,2024-03-05 21:08:21,NRM705397,NRM449759,454.82,e-transfer,USA,online,normal
TX264EM1OVLI,2024-03-05 21:36:36,NRM108203,MUL735324,29288.55,wire,France,online,layering
TXZVZ62CC2B4,2024-03-05 21:57:10,NRM799330,HRK386193,27798.35,wire,Cayman Islands,online,layering
TXXP4CD0PPX8,2024-03-05 21:58:40,HRK970914,NRM497382,793.43,e-transfer,UK,online,normal
TX2NCZVGSW1E,2024-03-05 22:06:37,NRM707040,NRM417212,236.54,cash,Mexico,ATM,normal
TXIAQ3J9X2HK,2024-03-05 22:13:57,NRM772642,NRM921414,6969.96,wire,USA,online,normal
TX1017TSX6S7,2024-03-05 22:22:27,MUL904150,NRM781453,6125.61,wire,Nigeria,online,mule_out
TXGIM9IFM98A,2024-03-05 22:34:00,NRM172132,NRM684004,435.53,cash,UAE,branch,normal
TXB2FE0SZM7V,2024-03-05 22:38:47,NRM161733,HRK342495,112569.85,wire,Canada,online,layering
TXETUYXPOOCU,2024-03-05 22:49:03,RNG824017,RNG824018,102990.65,ACH,USA,online,fraud_ring
TXCWD1D1LE9Y,2024-03-05 23:12:58,HRK821024,MUL128418,421.57,wire,USA,ATM,normal
TXVHXM7ZTX1I,2024-03-05 23:15:45,RNG824011,RNG824012,104146.78,ACH,Cayman Islands,online,fraud_ring
TX79B297J9EU,2024-03-05 23:27:13,NRM884475,NRM765822,116086.59,wire,Switzerland,online,layering
TXVH1LWSJBTR,2024-03-05 23:57:10,HRK386193,NRM106814,27242.38,wire,Singapore,online,layering
TXF346ZSSJNJ,2024-03-06 00:05:37,NRM172574,NRM803204,473.67,check,USA,online,normal
TXIPXVGSGTTI,2024-03-06 00:16:18,NRM356787,NRM817870,592.41,ACH,UK,online,normal
TXLA1G0R6W6N,2024-03-06 00:23:43,NRM852787,NRM115474,129.0,ACH,USA,branch,normal
TXI60WYSMIK2,2024-03-06 00:23:53,NRM444207,NRM358175,393.19,ACH,Germany,mobile,normal
TXPT2TUPTYY6,2024-03-06 01:12:00,NRM853305,NRM163556,1364.57,wire,India,online,normal
TXTL4LRTATMN,2024-03-06 01:20:46,NRM835392,NRM550770,70.43,ACH,UK,online,normal
TXT39YA5EWAM,2024-03-06 01:37:46,MUL219946,HRK598216,13385.39,crypto,Cayman Islands,online,mule_out
TX037YY7VMYB,2024-03-06 01:38:47,HRK342495,RNG824019,110318.45,wire,Mexico,online,layering
TX6QNG8DZAFD,2024-03-06 01:59:29,NRM748564,NRM946305,1319.13,e-transfer,Australia,ATM,normal
TXVS0DWAKHX0,2024-03-06 02:19:36,MUL154615,NRM771088,3393.41,wire,USA,online,mule_out
TX9QWSWX6A3C,2024-03-06 02:24:31,HRK973349,NRM898975,1180.43,e-transfer,Germany,mobile,normal
TX4AFKDJ3QZY,2024-03-06 03:27:13,NRM765822,MUL453894,113764.86,wire,USA,online,layering
TXKNHZV652AD,2024-03-06 03:27:13,MUL453894,NRM216739,111443.13,wire,France,online,layering
TXFZIBDMKTAL,2024-03-06 03:34:54,NRM748564,NRM976638,2193.72,e-transfer,Germany,online,normal
TXLGFHSW3LVJ,2024-03-06 04:02:29,MUL290556,NRM581141,10180.28,wire,USA,online,mule_out
TXMVGJHPUIDX,2024-03-06 04:38:47,RNG824019,RNG824008,108067.06,wire,Nigeria,online,layering
TXRNCIQ1HXGC,2024-03-06 04:50:58,NRM658582,NRM238890,722.52,wire,Germany,ATM,normal
TX9AKQIVCGUE,2024-03-06 04:56:19,HRK812131,RNG824025,8804.06,check,Canada,online,normal
TXHVK7VWD77V,2024-03-06 05:11:44,HRK915451,HRK902784,3195.0,cash,USA,mobile,normal
TXPQ92VDR8AL,2024-03-06 05:12:38,HRK355836,MUL898207,229.66,wire,Germany,online,normal
TX5CT5N4U5C5,2024-03-06 05:40:07,RNG824038,RNG824039,134063.92,ACH,Canada,online,fraud_ring
TXFAWXD0DL7U,2024-03-06 06:09:11,NRM120422,NRM761759,73226.7,cash,Canada,branch,normal
TXUAJQI3VI41,2024-03-06 06:11:57,NRM938742,HRK106182,230.02,ACH,UK,online,normal
TXDJKJWS3R4E,2024-03-06 06:27:43,NRM745414,MUL321941,1122.85,wire,China,mobile,normal
TXU4TGVXKQ5H,2024-03-06 06:54:45,HRK905819,NRM813328,342.48,crypto,Germany,mobile,normal
TX5KN0JZYU3L,2024-03-06 07:57:11,NRM185965,NRM609231,3833.96,cash,South Africa,online,normal
TXW9YUMX00YD,2024-03-06 08:19:19,NRM681343,NRM265840,1032.57,e-transfer,Canada,online,normal
TX66HTX0YTUT,2024-03-06 08:33:47,NRM632496,MUL275939,14565.87,wire,USA,online,mule_in
TXUOE8T4JKR3,2024-03-06 08:40:27,NRM589710,NRM883300,11527.34,cash,Canada,online,normal
TX9N34O6PIBY,2024-03-06 09:06:45,NRM392004,MUL335113,2515.75,wire,Germany,online,normal
TXHDVUSPQYAS,2024-03-06 09:44:21,NRM710805,HRK674485,2124.98,wire,USA,ATM,normal
TX0ERDK340M8,2024-03-06 09:57:59,NRM322955,NRM498382,531.46,wire,Canada,branch,normal
TXOI73T2GQYL,2024-03-06 10:02:46,NRM392683,HRK980660,1468.75,wire,UAE,online,normal
TX32BWVI4XVL,2024-03-06 10:18:12,RNG824033,RNG824034,114932.13,wire,UK,online,fraud_ring
TX9SZS6QVO5V,2024-03-06 10:40:35,NRM373432,NRM198907,42.68,wire,UAE,ATM,normal
TXO6ZHDQAIBH,2024-03-06 10:44:21,NRM308573,NRM923267,913.95,wire,Germany,online,normal
TXKPYAYO8NJF,2024-03-06 11:03:03,NRM994343,NRM179046,132.91,wire,Singapore,online,normal
TXJ7TYQQQUSO,2024-03-06 12:23:33,NRM140115,NRM776856,1482.4,crypto,Germany,third-party,normal
TXSFAS04LX5Z,2024-03-06 14:43:20,NRM217301,MUL359295,2609.72,cash,UK,mobile,normal
TXAWKUO873M8,2024-03-06 16:33:57,RNG824020,RNG824021,38641.03,wire,UK,online,fraud_ring
TXPXXZ9XX5FZ,2024-03-06 17:08:20,NRM373903,RNG824024,173.14,e-transfer,Japan,branch,normal
TX4N0CDRTQL7,2024-03-06 17:28:58,NRM895667,STR944657,1122.69,wire,Switzerland,ATM,normal
TX90QJ13MK07,2024-03-06 18:04:54,HRK827659,MUL833442,83.33,wire,USA,mobile,normal
TX37QT5ECEWV,2024-03-06 18:27:42,HRK724377,HRK359249,2157.41,ACH,Singapore,mobile,normal
TXE4LD2M5TW9,2024-03-06 18:36:37,NRM271339,NRM645175,2062.29,ACH,Australia,mobile,normal
TXXAMIQO0PNP,2024-03-06 19:33:47,MUL275939,MUL259784,13669.74,wire,USA,online,mule_out
TX0TSXGKJTWD,2024-03-06 21:32:04,HRK848206,HRK446954,134.68,cash,Singapore,mobile,normal
TXZ3HME76GV6,2024-03-06 21:33:49,NRM932291,NRM101773,113452.84,wire,China,online,layering
TXYZSE6TNCEQ,2024-03-06 21:59:40,NRM340174,NRM708158,7171.27,ACH,Canada,ATM,normal
TX0Y7FLMNA12,2024-03-06 22:11:36,NRM482364,RNG824042,188.76,cash,USA,ATM,normal
TXEIEKC4ZEWX,2024-03-06 22:24:12,NRM984642,HRK981334,5076.97,wire,UK,online,normal
TX52KPIB26UK,2024-03-06 22:57:21,NRM983794,MUL466960,8982.7,e-transfer,UAE,online,mule_in
TX06QWFT52MF,2024-03-06 23:33:28,NRM379786,NRM468203,718.8,ACH,USA,online,normal
TXUTKB3RXY0R,2024-03-06 23:57:21,MUL466960,NRM759176,8008.95,wire,Panama,online,mule_out
TX9C6EQT0EQM,2024-03-06 23:57:49,RNG824049,RNG824000,86776.51,wire,USA,online,fraud_ring
TX8IL7DRP63R,2024-03-07 00:31:24,HRK245095,NRM359947,363.76,wire,Japan,online,normal
TXBH9RO485RN,2024-03-07 01:11:47,MUL128418,HRK870319,25445.3,wire,Singapore,online,layering
TX5FQJXL9VI4,2024-03-07 01:33:49,NRM101773,NRM249811,111183.78,wire,Panama,online,layering
TXI7LN5KW77E,2024-03-07 01:46:13,NRM191161,STR831059,266.78,e-transfer,Canada,online,normal
TX4KI7GX4RF0,2024-03-07 02:33:12,RNG824043,RNG824044,63611.02,ACH,USA,online,fraud_ring
TXVXOYHKY36O,2024-03-07 02:48:54,HRK646622,MUL427110,159197.78,wire,Germany,online,layering
TX80R1YUX1IV,2024-03-07 03:11:47,HRK870319,NRM331148,24936.39,wire,Australia,online,layering
TXOX5T3Z70N6,2024-03-07 03:33:49,NRM249811,NRM871711,108914.73,wire,UAE,online,layering
TX8F66B9YNZ5,2024-03-07 03:36:50,NRM662275,MUL736745,1388.77,cash,France,mobile,normal
TX57PLWUWWJU,2024-03-07 04:05:51,HRK970914,NRM704201,258.14,ACH,Singapore,online,normal
TXAF574CVNMM,2024-03-07 04:42:31,HRK870319,RNG824016,4478.78,check,UK,online,normal
TXC1U86AG3U1,2024-03-07 04:59:37,NRM934692,NRM765046,7245.54,e-transfer,Germany,branch,normal
TXXXZU368UUJ,2024-03-07 05:01:22,NRM888387,NRM885884,1531.2,wire,Canada,ATM,normal
TXMBW9IOHN6I,2024-03-07 05:18:31,RNG824020,RNG824021,104504.03,ACH,Canada,online,fraud_ring
TXM2IM23I8NN,2024-03-07 07:48:54,MUL427110,NRM599948,156013.82,wire,USA,online,layering
TXYLQNJER2YO,2024-03-07 08:34:04,NRM653306,NRM171849,304.12,e-transfer,Canada,branch,normal
TXILEJVC6TIT,2024-03-07 08:51:06,NRM413921,NRM531071,147.39,e-transfer,Switzerland,branch,normal
TXOLUPFN6OHJ,2024-03-07 11:05:06,RNG824024,RNG824025,36937.5,wire,Cayman Islands,online,fraud_ring
TXW2CD3MT8BC,2024-03-07 11:11:47,NRM331148,NRM347861,24427.49,wire,Mexico,online,layering
TXC5BLAPER9T,2024-03-07 12:39:03,NRM459536,NRM870763,245.34,wire,India,mobile,normal
TXRH9LPIIQF0,2024-03-07 12:44:33,NRM479201,NRM479580,2130.74,cash,Germany,third-party,normal
TXR0QQU5AW2Y,2024-03-07 12:50:42,NRM557239,NRM497382,361.86,ACH,Germany,online,normal
TX8BYPKNXMFH,2024-03-07 12:58:16,HRK981334,NRM632496,6534.71,ACH,Japan,online,normal
TXGV60C2D19C,2024-03-07 13:20:27,MUL833442,NRM796101,111989.77,wire,France,online,layering
TXY4QGMU5712,2024-03-07 13:25:42,NRM237235,NRM887625,17158.99,e-transfer,UK,online,normal
TX59I5594L3M,2024-03-07 13:33:02,NRM795612,NRM359947,351.54,cash,Germany,mobile,normal
TXJIHT2RQDFO,2024-03-07 13:46:43,STR206851,MUL152727,6336.36,e-transfer,France,online,mule_in
TX5DDP9SJH4R,2024-03-07 14:06:30,NRM847581,NRM414569,201.98,wire,UK,third-party,normal
TXNSQULA39KD,2024-03-07 14:09:33,NRM356702,NRM795612,3400.39,ACH,Switzerland,online,normal
TXHWHM54XR8P,2024-03-07 14:20:32,NRM182627,NRM910891,150.97,ACH,USA,online,normal
TX8EL5015OOP,2024-03-07 14:25:39,NRM196781,NRM852787,634.02,cash,UAE,mobile,normal
TXWKDN3UQNCA,2024-03-07 14:33:21,RNG824020,RNG824021,60665.0,wire,Cayman Islands,online,fraud_ring
TXFT004NWLRS,2024-03-07 14:46:36,NRM472528,NRM717889,667.13,wire,Switzerland,online,normal
TX5ZKB0CXAD3,2024-03-07 15:20:27,NRM796101,HRK827659,109749.97,wire,Switzerland,online,layering
TXJEOSV00JK7,2024-03-07 15:22:31,NRM500156,NRM864491,2697.8,wire,Australia,branch,normal
TX4RT3KWUOUZ,2024-03-07 15:36:49,NRM976638,NRM496922,3797.38,e-transfer,Japan,ATM,normal
TXWCSA6UPCK4,2024-03-07 15:46:43,MUL152727,NRM403445,6152.99,crypto,Russia,online,mule_out
TX8CW9RTNFW6,2024-03-07 15:59:32,NRM573417,HRK545798,4048.15,e-transfer,Switzerland,online,normal
TXMYTOXNF99R,2024-03-07 16:18:30,NRM804314,NRM176819,191.99,e-transfer,Canada,online,normal
TX8KEYBGRI8O,2024-03-07 16:52:00,RNG824001,RNG824002,25949.33,wire,Canada,online,fraud_ring
TXOTCG06XR3U,2024-03-07 17:40:20,NRM629959,NRM573417,78.04,e-transfer,Canada,online,normal
TXOGINPTLSYN,2024-03-07 18:18:24,RNG824006,RNG824007,16103.18,wire,UK,online,fraud_ring
TXWP4O5XKQR4,2024-03-07 18:32:30,NRM115474,MUL307963,902.0,wire,Mexico,branch,normal
TX9GO0XVJFFD,2024-03-07 18:33:20,NRM544154,NRM908577,1856.79,wire,Panama,ATM,normal
TXOD201G7VHI,2024-03-07 19:01:59,NRM354801,MUL328552,17372.24,wire,UK,online,mule_in
TXBOBPY1R2XG,2024-03-07 19:56:33,NRM189814,NRM360735,1517.28,wire,USA,ATM,normal
TXSEXQYP9TTV,2024-03-07 20:23:13,NRM575763,NRM821590,189149.76,wire,South Africa,online,layering
TXXJZJICIG1V,2024-03-07 20:44:19,HRK587213,NRM884309,224.19,cash,USA,branch,normal
TXVSWSKVZK75,2024-03-07 21:20:23,NRM748564,RNG824031,230.43,check,Germany,branch,normal
TXDNONG1WOC1,2024-03-07 21:23:13,NRM821590,NRM340062,185366.76,wire,Panama,online,layering
TXR2TD8Y6C0S,2024-03-07 21:29:56,HRK508930,NRM491559,5602.27,e-transfer,UK,online,normal
TX69ZMQ9P7EQ,2024-03-07 21:40:38,HRK167348,NRM924629,13711.5,e-transfer,Germany,online,normal
TXMTM12LC9BG,2024-03-07 22:27:30,HRK588557,HRK597732,1091.95,e-transfer,Australia,mobile,normal
TXXOUN91FY6Y,2024-03-07 22:31:11,NRM570405,NRM447235,1744.03,cash,Canada,online,normal
TX4V8URID3U9,2024-03-07 22:46:21,NRM664607,NRM575435,204.04,e-transfer,Australia,third-party,normal
TXIK541MDJJK,2024-03-07 22:58:10,MUL665621,NRM956253,165983.61,wire,Russia,online,layering
TX96DAB4QI59,2024-03-07 22:58:48,NRM897549,NRM330283,517.74,cash,USA,mobile,normal
TXQ2ONAWAR7G,2024-03-07 23:23:13,NRM287330,HRK938722,177800.77,wire,Japan,online,layering
TX96DZCD6IMB,2024-03-07 23:47:36,RNG824010,RNG824011,62548.74,wire,Cayman Islands,online,fraud_ring
TXJBBBJKM4E4,2024-03-08 00:23:13,NRM340062,NRM287330,181583.77,wire,Switzerland,online,layering
TXULHKFGZV6C,2024-03-08 00:49:27,NRM763686,NRM542374,1698.29,e-transfer,India,mobile,normal
TX2KBBNEIAJL,2024-03-08 00:50:32,HRK432711,MUL720859,7795.38,wire,Brazil,online,mule_in
TXGG4NGZQGOM,2024-03-08 01:11:03,NRM379946,NRM378361,1362.19,cash,Germany,branch,normal
TXHZCJLZHIQP,2024-03-08 01:42:49,HRK561239,NRM555884,4900.94,ACH,UK,online,normal
TXH3D8P59XZC,2024-03-08 01:58:10,NRM956253,MUL350132,162663.94,wire,Canada,online,layering
TXMSMUXX2VVY,2024-03-08 02:01:59,MUL328552,NRM854717,16542.07,wire,USA,online,mule_out
TXVF616D3CV0,2024-03-08 02:35:05,NRM809570,NRM407757,5254.23,crypto,France,mobile,normal
TX3ZID55OTR6,2024-03-08 02:37:00,RNG824043,RNG824044,15722.32,ACH,USA,online,fraud_ring
TXQQR25QPHMJ,2024-03-08 03:29:26,MUL735324,NRM460663,27668.99,wire,Panama,online,layering
TX5C7AQTGAZL,2024-03-08 03:43:35,NRM349565,NRM913694,871.04,ACH,Singapore,online,normal
TXF2GQN8J0WE,2024-03-08 03:51:25,NRM447235,HRK561239,1175.29,ACH,USA,online,normal
TXSTWQHVFOBS,2024-03-08 04:20:59,NRM466643,RNG824012,423.89,ACH,USA,online,normal
TXHRCRLCE5TN,2024-03-08 05:04:57,NRM344098,HRK561239,2851.17,e-transfer,UK,branch,normal
TX5FXJUQ19U6,2024-03-08 05:25:19,NRM170674,NRM488162,4119.53,e-transfer,Mexico,online,normal
TX3T5Q21G07H,2024-03-08 06:09:29,NRM877236,NRM299122,384.1,check,Brazil,online,normal
TXJ1NH7FF05D,2024-03-08 06:12:55,RNG824039,RNG824040,46487.05,ACH,UK,online,fraud_ring
TXBNMTXADONO,2024-03-08 06:29:26,NRM460663,NRM403445,27115.61,wire,Australia,online,layering
TXZPDYJ49IX5,2024-03-08 06:34:25,NRM723939,NRM131244,4363.29,e-transfer,UK,branch,normal
TX9CRA72DYXS,2024-03-08 07:04:08,NRM725550,NRM525800,151.91,e-transfer,Switzerland,branch,normal
TXK55ZX6B0RK,2024-03-08 07:05:25,NRM883300,NRM101773,472.64,cash,USA,online,normal
TX0CZSCPXLPZ,2024-03-08 07:05:44,HRK752483,MUL593152,7583.54,wire,Germany,online,mule_in
TX4YLZG20FON,2024-03-08 07:29:26,NRM403445,MUL126925,26562.23,wire,UK,online,layering
TXIUAZ71UF09,2024-03-08 07:54:51,NRM821590,NRM595631,35316.25,wire,China,mobile,normal
TXUDNMOPG8UX,2024-03-08 07:58:57,NRM765822,NRM148050,615.1,ACH,UK,online,normal
TX2PR4P6BPB8,2024-03-08 08:04:08,NRM698782,HRK608136,2303.51,e-transfer,Canada,ATM,normal
TXZSFZ2ZR9GH,2024-03-08 08:37:14,NRM854377,NRM107540,4576.18,wire,UAE,third-party,normal
TX48U6B15X8G,2024-03-08 08:57:03,NRM913694,NRM925622,2393.67,e-transfer,USA,online,normal
TX72T4DV80QI,2024-03-08 09:19:16,NRM865388,NRM161733,42323.81,ACH,Germany,branch,normal
TXE01JTUBGZE,2024-03-08 10:25:49,NRM195325,NRM842225,36.56,ACH,UK,online,normal
TXU5HWKN3MTF,2024-03-08 10:47:11,NRM956795,HRK954596,169.63,wire,UK,online,normal
